,sex,sex_confi
SRR868876,female,0.9984247
SRR898150,male,0.9360045
SRR191652,male,0.9838109
SRR1652958,male,0.7910551
SRR191667,female,0.9997463
ERR752868,male,0.9765676
SRR1026932,female,0.9995289
SRR897933,male,0.98168314
SRR1027011,female,0.99693793
ERR752645,male,0.9228719
SRR542389,female,0.9998252
SRR1781821,male,0.8254689
SRR897653,male,0.9676177
ERR752861,male,0.96866786
SRR898301,male,0.99895746
SRR1203833,female,0.9126026
SRR2049764,male,0.9503399
SRR1313152,female,0.999973
SRR1146114,male,0.9968076
SRR2087332,male,0.9893573
SRR1046686,male,0.99993455
ERR532575,male,0.9994795
ERR833241,male,0.9827585
ERR035537,female,0.9993328
SRR797093,female,0.9934656
SRR1698152,female,0.9983265
SRR1839794,female,0.99932224
ERR731519,female,0.96657
SRR1521358,female,0.9998493
SRR898033,male,0.9658349
SRR897696,male,0.9676542
SRR1265676,male,0.9951998
SRR898256,male,0.99825335
SRR897550,male,0.9397281
ERR731520,female,0.9815723
ERR752807,male,0.97975796
SRR1002096,female,0.9999995
SRR1768895,female,0.9783675
SRR897058,male,0.9961999
SRR1521381,male,0.98254985
SRR1927024,female,0.9995653
ERR329518,female,0.89842737
SRR897903,male,0.94557744
SRR2037281,male,0.99592006
SRR898262,male,0.99859315
SRR074310,female,0.82905513
SRR897443,male,0.99904954
SRR387434,male,0.9985798
SRR1747168,male,0.9843753
SRR1754124,female,0.9974429
SRR1551111,male,0.9998515
SRR897651,male,0.97197944
SRR897180,male,0.9210332
ERR752875,male,0.9525242
SRR1146120,male,0.9892042
ERR532559,male,0.99956465
SRR897856,male,0.94550073
SRR2049776,male,0.99158347
SRR897131,male,0.931362
SRR948095,male,0.9736573
ERR197924,female,0.95862246
SRR975564,male,0.99962157
SRR2313070,female,0.958412
SRR2052703,male,0.9849989
SRR896725,male,0.9977459
SRR191658,male,0.9955123
SRR1265631,male,0.9796938
SRR2313997,male,0.9942129
SRR648405,male,0.9836801
SRR1747180,male,0.95737123
SRR833716,female,0.9833094
SRR897483,male,0.9989446
SRR1027188,female,0.99920666
SRR897650,male,0.9643978
SRR1313203,female,0.9920744
DRR006430,female,0.99782
SRR2049693,male,0.9476422
SRR2443165,female,0.9898993
SRR1663252,female,0.9911761
SRR1216055,male,0.9889239
SRR514130,male,0.98018754
SRR1027999,male,0.8657082
SRR897082,male,0.9956864
SRR1177711,female,0.8008661
SRR898453,male,0.9653045
SRR1927026,female,0.99902
SRR1265574,male,0.97919405
SRR396914,female,0.9998695
SRR1222678,male,0.93259144
SRR1026874,female,0.9931816
SRR1265656,male,0.9801254
SRR959712,female,0.87793124
SRR309137,male,0.93765366
SRR542353,female,0.76074165
SRR834570,male,0.98026335
SRR948493,male,0.99937373
SRR898463,male,0.96580565
SRR1027000,male,0.8911004
SRR396895,female,0.9938914
SRR1202299,female,0.9689306
SRR975574,male,0.99641526
SRR546231,male,0.9321171
SRR898169,male,0.95430344
SRR1785272,female,0.99323475
ERR752665,male,0.9452373
ERR315483,female,0.928919
ERR035534,female,0.98044395
ERR532553,male,0.999475
SRR897852,male,0.99649274
SRR1026991,female,0.9952353
SRR298700,male,0.95684034
SRR897218,male,0.97590125
ERR952473,female,0.98425883
SRR537119,female,0.98111105
SRR1313137,female,0.99990225
SRR1313207,female,0.99722975
SRR1026930,female,0.99682724
SRR2443222,male,0.80895996
SRR2226705,male,0.97915065
ERR351376,male,0.9559962
SRR797158,female,0.9806158
SRR1768821,male,0.98120373
SRR896769,male,0.9417895
SRR1017532,male,0.99648935
SRR1036506,female,0.99538934
SRR609426,female,0.9994463
SRR948092,male,0.9888957
SRR424335,female,0.9638874
SRR1698169,male,0.9961011
SRR2049585,male,0.97917205
SRR1268064,male,0.93656206
SRR1265532,male,0.9530926
SRR1213726,male,0.93495023
SRR1146124,male,0.99858886
SRR797102,female,0.9927815
SRR1927070,male,0.9557481
ERR315332,female,0.99154586
SRR1002079,female,0.9999496
SRR363688,male,0.7161739
SRR332268,female,0.9463299
ERR519480,male,0.8777108
SRR2049726,male,0.94555175
SRR1265513,male,0.98775566
SRR897931,male,0.99015236
SRR1265544,male,0.9510746
SRR898377,male,0.9844395
SRR896815,male,0.9630761
SRR2049595,female,0.9990326
SRR2049623,female,0.99980164
SRR1781562,male,0.9528619
SRR1698136,male,0.99558765
SRR896970,male,0.94340754
SRR1216109,male,0.85493135
SRR1663213,female,0.9904912
ERR315408,male,0.9947077
ERR532436,male,0.9990727
SRR897668,male,0.9570142
SRR868846,female,0.99961007
SRR1521412,female,0.99999774
DRR003595,male,0.7750653
SRR1721291,male,0.95982563
DRR006452,male,0.96433127
SRR1657546,male,0.99986905
SRR298695,female,0.9795988
SRR896835,male,0.9777037
SRR1781570,male,0.8909456
SRR897591,male,0.99024403
SRR1216103,male,0.96815956
SRR830970,male,0.94207895
ERR863758,female,0.9999836
SRR897116,male,0.99830055
SRR1216020,male,0.9982683
SRR1617445,female,0.9994485
SRR2313063,male,0.99206275
SRR898172,male,0.93984926
SRR2443239,female,0.9977746
SRR897710,male,0.96871644
SRR1190502,male,0.99999505
SRR896854,male,0.9858794
SRR926666,female,0.9908415
SRR1839792,female,0.99447984
SRR2049657,female,0.9997034
SRR868857,female,0.99947965
SRR2313983,female,0.9998315
ERR832538,male,0.8737751
ERR532565,male,0.9995104
SRR650160,male,0.99037564
SRR2545364,female,0.56676334
SRR868860,female,0.8592477
SRR1521364,male,0.9639739
SRR2052805,male,0.95830804
SRR1201814,female,0.9550932
SRR1785296,female,0.99665946
SRR1747182,male,0.96689683
SRR1785306,female,0.99677527
ERR208922,female,0.6880921
ERR532549,male,0.99977475
SRR959657,female,0.9041399
SRR1036090,female,0.99856406
SRR2052784,male,0.9699895
SRR975604,female,0.99919355
SRR2313073,male,0.9917544
SRR896804,male,0.9447514
SRR896783,male,0.9311123
ERR035535,female,0.99208146
SRR1216048,male,0.9618967
SRR1036042,male,0.9982273
SRR537123,female,0.99023306
SRR959685,female,0.90215254
SRR387427,male,0.9988551
ERR668396,female,0.9995861
SRR1927050,female,0.99710464
SRR1427489,female,0.9936328
SRR1576162,male,0.99690497
SRR1295944,female,0.99995553
SRR1693461,male,0.9980162
ERR752530,male,0.9645175
SRR1652953,male,0.932261
SRR542384,female,0.99997437
SRR1652944,female,0.9306232
SRR915781,female,0.9998339
SRR1608689,female,0.9977873
ERR833221,female,0.99896604
SRR299028,male,0.9446726
ERR030869,male,0.79421663
SRR1193011,male,0.9999922
SRR1216100,male,0.9750638
SRR492038,female,0.5239762
SRR896927,male,0.96722776
SRR1146123,male,0.9966818
SRR1721281,male,0.9982645
SRR1201801,female,0.9651429
ERR752729,male,0.9245602
SRR1639278,male,0.99899083
SRR2052724,male,0.9757446
SRR363689,male,0.999963
SRR542382,female,0.9999987
ERR752848,male,0.94379836
SRR1374344,male,0.946638
SRR896714,male,0.9993498
SRR897922,male,0.98997325
SRR898202,male,0.99176437
SRR1744452,female,0.9486127
SRR868840,female,0.9999034
ERR863692,female,0.9999997
SRR1163279,female,0.99834096
ERR863754,female,0.9999836
SRR898415,male,0.977396
SRR397184,male,0.99222213
SRR1785286,female,0.9961257
SRR868866,male,0.8972765
SRR897534,male,0.9426649
SRR1313097,female,0.99841815
SRR3067478,male,0.528909
SRR896825,male,0.98199445
SRR1576143,male,0.92344064
SRR898145,male,0.9460319
SRR1163264,male,0.96314096
ERR752748,male,0.97360307
SRR2037296,male,0.9996125
ERR752886,female,0.99875355
SRR1747143,male,0.9391471
SRR1768899,female,0.9931477
SRR1698159,female,0.9985007
SRR1265628,male,0.9754263
SRR897152,male,0.9324875
SRR897200,male,0.9848849
ERR035536,female,0.99851495
SRR1781569,male,0.88007194
SRR897553,male,0.9441365
SRR628223,female,0.92663366
SRR2049738,male,0.93180305
ERR649047,male,0.9975694
SRR3096654,female,0.5885496
SRR1163281,male,0.9866398
SRR791043,female,0.9989001
ERR649069,male,0.9426116
SRR897844,male,0.9980879
SRR2087355,female,0.9997107
SRR1036510,female,0.9999485
ERR863746,female,0.9999954
SRR2314031,male,0.9831672
SRR897548,male,0.9565544
ERR315349,male,0.8707398
SRR897607,male,0.99482995
SRR959655,female,0.90052843
SRR2545344,female,0.61016697
ERR315489,female,0.9995036
SRR396903,female,0.9997057
SRR1101240,male,0.99725646
SRR445374,male,0.9510152
DRR006381,male,0.99164915
SRR1265583,male,0.9754847
SRR2052787,male,0.98534936
SRR2506771,female,0.9975068
SRR1201673,female,0.95200074
ERR030859,male,0.8864726
SRR191691,male,0.9900483
SRR1768943,male,0.96257097
SRR898157,male,0.9464466
SRR898329,male,0.9531482
SRR2052714,female,0.9994151
SRR1265630,male,0.9785425
ERR752880,male,0.983214
SRR1927048,female,0.99995583
SRR1201982,female,0.9589432
SRR1652962,female,0.99958575
SRR1216084,male,0.97275144
SRR2049756,female,0.99993956
SRR959675,female,0.9018264
SRR1190466,male,0.9999776
SRR018267,female,0.6156644
SRR1146181,female,0.9993719
SRR2087327,female,0.9999393
SRR897263,male,0.9873365
SRR1593953,male,0.9887581
SRR2313083,female,0.98967046
SRR1265512,male,0.96118957
ERR863677,female,0.9999979
SRR1026898,female,0.9990128
SRR1781817,male,0.9214233
ERR315326,female,0.99019337
SRR1583603,female,0.99146634
SRR1201696,female,0.9580404
SRR1603669,male,0.9781189
SRR797119,male,0.8395384
SRR898311,male,0.9545549
SRR896894,male,0.98441726
SRR2443225,female,0.9989306
SRR1216024,male,0.9465128
SRR1150533,female,0.9999021
ERR833234,male,0.98914367
SRR2037308,male,0.999952
SRR1146126,male,0.9909832
SRR1163284,male,0.88417643
SRR496579,male,0.9999994
SRR1146249,male,0.9986764
SRR897115,male,0.9987751
SRR2040356,female,0.99629366
SRR896876,male,0.9958345
SRR898207,male,0.96675193
SRR1698156,female,0.9993696
SRR897084,male,0.99755305
SRR1163269,male,0.9923358
SRR2443250,female,0.99033517
SRR926665,male,0.98912114
SRR801703,female,0.99883395
SRR633603,female,0.9972221
SRR897238,male,0.9658082
SRR2052716,male,0.96989536
SRR1768833,female,0.9873153
SRR898304,male,0.95007753
SRR1839797,female,0.99804497
ERR532571,male,0.9985322
SRR1313116,female,0.9991291
ERR752866,male,0.9677534
SRR2026318,male,0.9047615
SRR868873,female,0.9962586
SRR896841,male,0.9834121
ERR863690,female,0.99987143
SRR1521437,male,0.97297794
SRR1373459,female,0.99907714
SRR897481,male,0.997001
SRR1203815,female,0.9613072
SRR1502799,male,0.9994243
SRR922223,male,0.9929687
SRR897325,male,0.9496919
SRR1216131,female,0.83552396
SRR897663,male,0.9383472
SRR1202006,female,0.9519747
SRR1747154,male,0.96374035
SRR542371,female,0.89282054
SRR1216023,male,0.9980216
SRR2087313,female,0.9990548
SRR846950,male,0.9741375
SRR1803372,male,0.97039527
SRR1191783,male,0.99994105
SRR1222590,male,0.94205177
SRR897408,male,0.998494
SRR633593,male,0.9965
SRR897143,male,0.93232334
SRR1747176,male,0.9433979
ERR315440,female,0.99998665
SRR830999,female,0.9936102
SRR1216120,male,0.92430323
SRR2049684,male,0.97190964
SRR1777319,female,0.75389874
SRR1265650,male,0.967724
ERR752574,male,0.9759943
SRR833724,female,0.99082243
SRR1502805,male,0.99795353
SRR2443155,female,0.997012
SRR801690,female,0.99907863
SRR1201252,female,0.99988735
SRR897722,male,0.9689785
ERR315371,male,0.9695978
SRR897304,male,0.9688174
SRR897256,male,0.9773181
SRR1839803,male,0.971543
SRR1068136,male,0.95463943
SRR898009,male,0.96267545
SRR1767262,female,0.9976388
SRR1617426,female,0.99031717
ERR863727,female,0.99999917
SRR2954789,male,0.9212445
SRR397234,male,0.9936794
SRR1002983,male,0.5691738
SRR1201791,male,0.8148028
SRR1927020,female,0.99856454
SRR1768861,female,0.9992088
SRR1042013,female,0.99997103
SRR2313088,female,0.9819249
SRR896774,male,0.9192668
SRR896778,male,0.9519722
SRR831034,male,0.6648661
SRR1768917,male,0.9993197
SRR903324,male,0.78611404
SRR897504,male,0.95526236
SRR397188,female,0.9990266
SRR2049748,female,0.9998847
SRR1768827,male,0.99084294
SRR975565,male,0.95830023
SRR1146138,male,0.9955165
SRR898210,male,0.9605957
SRR2049632,male,0.97657335
SRR1027003,female,0.9991762
SRR1191672,male,0.9999917
SRR1313221,female,0.9970021
ERR197923,male,0.96335536
SRR364830,female,0.9999148
SRR898023,male,0.97022665
SRR448113,male,0.9163644
SRR898026,male,0.965304
SRR897561,male,0.9112419
SRR959609,female,0.7824631
SRR1721285,male,0.97866553
ERR832551,male,0.9535276
ERR752716,female,0.9993493
ERR033744,male,0.9969527
SRR897174,male,0.951254
SRR1746772,male,0.9519294
SRR1313166,female,0.97843707
SRR1146211,male,0.99727374
SRR1201799,female,0.98342025
SRR786621,male,0.9730117
SRR1661766,female,0.9999814
SRR2926039,female,0.9901312
SRR1422068,female,0.98561704
DRR006380,male,0.98223704
DRR006393,male,0.98170865
SRR1161034,male,0.9961192
SRR1617449,female,0.99901277
SRR949123,male,0.9974386
SRR1617441,female,0.99999845
SRR896759,male,0.942107
SRR1617446,female,0.9985902
ERR502857,male,0.99999094
SRR1201997,female,0.9573436
SRR1265657,male,0.9843939
SRR1639279,male,0.99898136
SRR2049788,female,0.99957645
SRR797087,female,0.9727127
SRR897306,male,0.94882554
SRR831012,male,0.53153455
ERR752553,male,0.96101886
SRR1785290,female,0.9970156
SRR1663257,male,0.98971164
SRR2443221,female,0.9935907
SRR2052733,male,0.9941214
SRR896979,male,0.97395533
SRR896947,male,0.9680433
SRR1026942,female,0.99934804
ERR752770,male,0.94297856
SRR1216030,male,0.9627592
SRR897969,male,0.98027503
ERR731484,female,0.9763158
SRR898220,male,0.9563268
SRR1265535,male,0.9887044
SRR926644,male,0.9950053
SRR1017523,female,0.7385448
SRR830980,male,0.9689776
SRR1693465,male,0.99874175
SRR1427483,female,0.9993178
SRR959608,female,0.7808353
SRR1927023,female,0.99999034
SRR1839796,female,0.9989125
SRR831001,male,0.99349564
SRR1698165,female,0.9997476
SRR898466,male,0.97295874
SRR1206041,male,0.8567551
SRR1652975,female,0.9903337
ERR752628,male,0.9706537
SRR2859770,female,0.59632725
SRR868829,female,0.9999445
ERR752728,male,0.9282673
SRR2052816,male,0.97156775
SRR797080,female,0.9999814
ERR409744,female,0.9998701
SRR897151,male,0.90746814
SRR1146133,male,0.99780387
SRR057642,male,0.99897146
SRR898348,male,0.9428689
SRR898450,male,0.9788224
SRR1067986,female,0.9999526
ERR649056,male,0.7373916
SRR897100,male,0.9951665
SRR898353,male,0.9564699
SRR2962017,female,0.99722797
SRR830995,male,0.93327093
ERR752602,female,0.99398744
SRR898232,male,0.957874
SRR959711,female,0.8995906
SRR898469,male,0.9663841
SRR1026993,female,0.9996192
SRR1768949,male,0.998768
SRR070193,female,0.64913183
SRR2226738,male,0.98654926
SRR1603672,male,0.98770964
ERR208919,male,0.7216352
SRR791050,female,0.9960577
SRR1265550,male,0.99192417
SRR1374341,male,0.97412956
ERR833227,male,0.94713193
ERR315364,male,0.9951636
SRR897827,male,0.99871606
SRR1163282,female,0.9955041
SRR897125,male,0.9134695
SRR1746777,male,0.95593804
SRR633592,male,0.97819614
ERR315484,female,0.9997715
SRR1292158,female,0.9959067
SRR897839,male,0.99825066
ERR315481,female,0.9999943
SRR1265680,male,0.98493946
SRR1216063,male,0.98220587
SRR897322,male,0.944462
SRR1509484,male,0.63921577
SRR831043,female,0.8481921
SRR949118,male,0.999823
SRR542375,female,0.9999998
SRR1026980,female,0.9882124
ERR351439,male,0.94123536
DRR006405,male,0.9642048
SRR1067940,female,0.9999655
SRR492040,female,0.75589514
SRR364829,female,0.99913627
ERR519471,male,0.9694251
SRR1693618,male,0.99251795
SRR2927595,male,0.79953873
SRR897473,male,0.99799824
SRR1648325,male,0.99975526
SRR948110,male,0.984403
SRR1636949,male,0.72813815
SRR1562544,female,0.9999296
SRR2962007,female,0.99604243
SRR091692,male,0.8094257
SRR834564,female,0.9908781
SRR1216035,male,0.97405463
SRR897240,male,0.9825641
SRR897834,male,0.9984795
SRR1265625,male,0.9605942
SRR835931,male,0.6866132
SRR896678,male,0.99855363
SRR1754126,male,0.99590665
ERR649028,male,0.93299466
SRR2049656,male,0.98980296
SRR868810,female,0.99690324
SRR2926059,female,0.99882746
SRR990361,male,0.597283
SRR897717,male,0.96875703
SRR537115,male,0.988392
SRR897172,male,0.9157882
SRR1026872,male,0.9504635
SRR975593,male,0.9650589
SRR2052734,male,0.9894307
SRR896929,male,0.9550662
SRR898372,male,0.98497134
SRR1698162,male,0.99762595
SRR801694,female,0.9997083
SRR898114,male,0.9987191
ERR532567,male,0.9997451
SRR898483,male,0.9603065
SRR903044,male,0.8148807
SRR948099,male,0.9976894
SRR868841,female,0.9996339
ERR315358,female,0.9917637
SRR896965,male,0.96248597
SRR2926040,female,0.9978312
SRR1177705,female,0.9996172
SRR897998,male,0.9609877
SRR896926,male,0.9664159
SRR1265888,male,0.98897284
SRR897162,male,0.9206459
SRR1509486,male,0.6789144
SRR897308,male,0.95439756
SRR1002088,female,0.9999922
SRR1201829,female,0.9937331
ERR351413,female,0.99349976
SRR896859,male,0.9857503
SRR830996,male,0.9680956
SRR1608784,male,0.9998229
SRR2962016,female,0.99093837
SRR2052760,male,0.99572164
SRR1161091,male,0.9559984
SRR2049751,female,0.9998685
SRR2962008,male,0.9895805
SRR1292507,female,0.78695333
SRR897958,male,0.9839257
SRR1663262,female,0.9695789
SRR397227,male,0.98348904
SRR1698175,male,0.99961233
ERR519502,male,0.98809826
SRR1265507,male,0.9759518
SRR1146178,male,0.9988987
SRR897272,male,0.9346573
SRR924535,male,0.9999975
SRR797136,female,0.9965786
SRR1313141,female,0.93110245
SRR542404,female,0.9938653
SRR633589,female,0.96964186
DRR006387,male,0.9756376
SRR791053,female,0.9991468
SRR897318,male,0.9500562
SRR948098,male,0.99962884
SRR1313226,female,0.9995329
SRR1652946,female,0.9992753
SRR1216059,male,0.98804235
SRR1927045,male,0.96713924
SRR1203813,female,0.93665504
SRR1163265,male,0.9984673
SRR298707,male,0.99949425
SRR1747204,male,0.95932084
SRR1027186,female,0.99999034
SRR896766,male,0.9502899
ERR752849,male,0.9464858
SRR1213728,male,0.90688294
SRR397218,female,0.79872686
ERR315468,female,0.99136126
SRR922449,male,0.9864257
SRR897649,male,0.9728853
SRR1698145,male,0.9902196
SRR975573,female,0.99969053
SRR898392,male,0.9900851
SRR1374343,male,0.96169865
SRR1190367,male,0.99998045
ERR030861,male,0.88569087
SRR831042,male,0.8793912
SRR1145049,male,0.88769644
SRR1201833,female,0.9960548
SRR191692,female,0.99104214
SRR975589,female,0.9992784
ERR752643,male,0.92613745
SRR1177682,female,0.98960304
SRR542390,female,0.9999935
SRR897634,male,0.9905733
SRR897061,male,0.9955312
SRR1292163,male,0.9277593
SRR2927599,male,0.78652984
SRR897305,male,0.95103866
ERR752585,male,0.94727504
SRR1313113,female,0.99876404
SRR1042027,male,0.9261834
ERR752596,female,0.99843216
SRR645162,male,0.9996521
SRR898386,male,0.9863561
SRR1192016,male,0.9999549
SRR1777317,female,0.66738373
SRR1026972,female,0.9978426
SRR898385,male,0.98982745
SRR2052717,male,0.9640463
ERR863721,female,0.999993
SRR1202563,female,0.83486634
SRR897333,male,0.95477057
SRR898369,male,0.9885108
SRR897876,male,0.952493
SRR2544811,male,0.7439457
SRR1656641,female,0.999987
ERR532547,male,0.9998568
SRR2443257,female,0.9883251
SRR191661,male,0.98083293
SRR1652943,female,0.99480134
SRR1649702,female,0.98116887
SRR1177670,male,0.8264869
SRR1146146,male,0.9992982
SRR2052774,male,0.9740701
SRR1201666,female,0.9053054
SRR959741,female,0.9460912
SRR057643,male,0.9989228
SRR1313178,female,0.9832161
SRR2313985,male,0.98897153
SRR349742,male,0.9999488
DRR013807,male,0.90640104
SRR542379,female,0.9999763
ERR752737,male,0.9700022
SRR2506772,female,0.9727437
SRR542361,female,0.934091
DRR014114,male,0.99878865
SRR897957,male,0.98681927
ERR752663,male,0.9839309
SRR1042017,female,0.9999919
SRR975554,male,0.9967774
SRR2028008,female,0.99847776
ERR351403,female,0.99901545
SRR846958,male,0.9454771
SRR1163260,male,0.8194701
SRR191649,female,0.9999154
ERR532581,male,0.9999601
SRR1265579,male,0.9641522
SRR924530,male,0.9999777
SRR1201818,female,0.94971544
SRR897158,male,0.9125568
SRR898276,male,0.99615574
ERR315400,male,0.9969727
SRR831021,female,0.94033414
ERR315372,female,0.977287
SRR897660,male,0.97947323
SRR1017522,male,0.9959699
SRR650137,male,0.7035558
SRR797132,female,0.99999285
SRR1146180,male,0.9986952
SRR1156257,female,0.5557047
SRR2052725,male,0.9982046
ERR315401,female,0.9456836
ERR752766,male,0.96885026
SRR2052740,male,0.96952707
SRR897163,male,0.9208609
SRR1754131,female,0.97738093
ERR752822,male,0.9703851
SRR897701,male,0.97126216
SRR959602,female,0.77473044
SRR492028,male,0.59148824
SRR2314027,male,0.98306
ERR752598,male,0.95563614
SRR1033775,female,0.98516095
ERR649035,male,0.98909396
SRR1177732,female,0.9997309
SRR898025,male,0.9632889
SRR2049661,male,0.96711653
ERR532612,male,0.99935675
SRR801427,female,0.99984324
SRR1785248,female,0.9966792
SRR922455,female,0.9988054
SRR896957,male,0.964519
SRR797143,female,0.5197279
SRR419389,female,0.9972065
ERR752699,female,0.99656695
SRR896888,male,0.98118496
SRR1663263,female,0.7187952
SRR2049735,male,0.9506384
SRR868859,female,0.9997417
SRR1026953,female,0.9609377
SRR897482,male,0.9962662
SRR897459,male,0.9981901
SRR1193403,male,0.9999944
SRR897840,male,0.9989991
SRR830990,male,0.9696344
SRR1203831,female,0.9999685
SRR1060761,male,0.8955277
SRR897603,male,0.9791808
SRR1026908,male,0.93374956
SRR897260,male,0.9878254
ERR502853,male,0.99998933
SRR1313170,female,0.99990463
SRR903050,male,0.98899764
SRR990364,female,0.99811256
SRR542366,female,0.7632204
SRR1313125,female,0.99991703
SRR2052676,male,0.99365026
SRR1146179,male,0.9873344
SRR1663221,female,0.9987485
SRR915788,male,0.95941687
SRR988506,female,0.9990816
SRR897614,male,0.9943875
SRR1201793,female,0.9564823
SRR317089,male,0.99234927
SRR191645,female,0.99968624
SRR1767257,female,0.999544
ERR649060,male,0.9972305
SRR834576,male,0.993056
SRR1265606,male,0.97070426
SRR2314010,male,0.968832
ERR863767,female,0.9999989
SRR1146162,male,0.99965256
SRR949110,female,0.9982909
SRR1265587,male,0.98018724
SRR1213775,male,0.8147074
SRR396913,female,0.99999964
SRR1521353,male,0.9533957
ERR519517,female,0.9972334
SRR542358,female,0.91043824
SRR1760945,female,0.9897629
SRR898479,male,0.9713484
SRR633584,male,0.94117004
SRR1026938,female,0.9987197
SRR2314019,female,0.99998397
SRR868862,female,0.81028426
SRR837858,male,0.9999978
SRR387405,male,0.9995974
SRR2859776,male,0.66363853
SRR915776,male,0.9009569
SRR897438,male,0.998503
SRR868819,female,0.9880169
SRR1191915,male,0.99999505
SRR1313172,female,0.881952
SRR797077,female,0.9999385
SRR897917,male,0.95969284
SRR1201819,female,0.95592993
SRR831020,male,0.7760635
SRR1313160,female,0.999819
SRR898173,male,0.9371756
SRR609424,male,0.9592326
SRR1201781,female,0.9327698
SRR915766,female,0.9994608
SRR959680,female,0.90470296
SRR915774,male,0.9758483
SRR1216132,female,0.6074381
SRR644273,female,0.58640397
ERR752718,male,0.97204006
ERR315423,male,0.9953864
SRR397192,male,0.99666274
SRR1163056,female,0.9952575
SRR897895,male,0.9530819
SRR2926017,female,0.9988884
SRR633585,male,0.9638416
SRR1047858,female,0.9984478
ERR033745,male,0.9957571
SRR1036511,male,0.9580056
SRR1201871,female,0.85476094
SRR898421,male,0.9895755
SRR1576185,male,0.9951317
SRR1191876,male,0.9999751
SRR397233,female,0.9923216
ERR752856,male,0.9786458
SRR949112,male,0.9979168
SRR2049715,male,0.94837266
SRR605003,male,0.9799923
SRR1220158,male,0.9999752
SRR897813,male,0.99915457
ERR975348,male,0.99998724
SRR2926030,male,0.9922778
SRR1652945,female,0.99826765
SRR791061,female,0.99997747
SRR1502798,male,0.99917537
SRR1265599,male,0.99753857
SRR898183,male,0.991094
ERR752629,male,0.96928376
SRR2052788,male,0.98364437
SRR2926045,male,0.97351724
ERR975347,male,0.99996406
SRR1521427,male,0.96127117
SRR1665022,male,0.978556
SRR825141,male,0.9957631
SRR1216049,male,0.96493113
SRR897114,male,0.997712
SRR1265525,male,0.9893502
ERR752637,female,0.98622465
SRR2969422,female,0.8573187
DRR006383,female,0.98701364
SRR898168,male,0.9585764
SRR609429,female,0.99986553
SRR897557,male,0.96630573
ERR752588,male,0.9772072
SRR397181,male,0.9995143
SRR897186,male,0.9446193
SRR791046,female,0.99984753
SRR2073855,male,0.9833274
SRR959640,female,0.7862666
SRR825143,male,0.9969471
ERR315341,male,0.9676839
ERR329507,female,0.9638664
SRR959707,female,0.900606
SRR2039196,female,0.6199796
SRR2052669,male,0.9956198
SRR786614,male,0.93994653
SRR2443157,female,0.99766654
ERR351349,female,0.9961444
SRR1186054,male,0.99254066
SRR1265580,male,0.9842986
ERR532556,male,0.99988973
SRR791052,female,0.9990036
ERR532551,male,0.9994782
ERR731495,female,0.9715314
SRR1216054,male,0.98680574
SRR1146112,male,0.99754155
SRR962601,male,0.9962489
SRR2040078,male,0.9999118
ERR315437,male,0.9790867
SRR1193015,male,0.9999937
SRR396925,female,0.7120043
SRR1231447,male,0.9423523
SRR1177691,male,0.9193655
ERR315362,male,0.99155504
SRR1067937,female,0.9999585
SRR309264,male,0.9995775
ERR752681,male,0.9855442
SRR898249,male,0.9988917
SRR897104,male,0.9960434
SRR898397,male,0.98872125
SRR797117,male,0.65879947
ERR863712,female,0.9999803
ERR329505,male,0.99472606
SRR1652918,female,0.98795015
SRR897258,male,0.9843734
ERR752544,male,0.95445263
SRR2087299,female,0.9976473
SRR1067975,female,0.9988576
SRR2314033,female,0.9971277
SRR2313086,male,0.9983517
SRR942557,male,0.9874872
SRR959597,female,0.7738842
ERR210959,male,0.9807247
SRR897103,male,0.99860096
ERR752761,male,0.9306917
SRR897850,male,0.9987879
SRR1213740,male,0.93257105
ERR519482,female,0.9999689
SRR2859767,female,0.84399873
SRR448097,male,0.9680756
SRR2052785,male,0.9901015
SRR898444,male,0.96593684
SRR896764,male,0.9510916
SRR2049677,male,0.81822145
DRR006457,male,0.98299617
SRR1146078,female,0.99856645
DRR029101,female,0.965083
SRR976738,female,0.9832708
SRR2926033,male,0.98770905
SRR897643,male,0.98248976
SRR650148,male,0.9986612
SRR2443166,female,0.99950755
SRR542352,female,0.8186723
SRR419544,female,0.99373275
SRR2052820,male,0.95948917
SRR898323,male,0.94233954
SRR1502803,male,0.99562675
SRR545058,male,0.98556244
SRR898039,male,0.96178627
SRR791048,female,0.9995953
SRR191681,female,0.9996871
SRR191664,female,0.9958148
SRR897570,male,0.99095106
SRR1191953,male,0.9999859
SRR898203,male,0.9844429
SRR949113,female,0.99956495
ERR752890,female,0.99941206
SRR546238,male,0.99964887
SRR949092,male,0.9941522
SRR1639273,male,0.9987605
SRR1551067,male,0.9898988
SRR897472,male,0.99762076
SRR1146244,male,0.99621
SRR1042019,female,0.9992158
SRR1663275,female,0.9873048
SRR835009,male,0.8512491
SRR897525,male,0.9448687
SRR2052668,male,0.97938395
SRR1201767,female,0.9738163
SRR1427484,female,0.9732251
SRR2506769,male,0.9962986
SRR926696,male,0.9984247
SRR057632,male,0.9995702
SRR1803371,male,0.948458
SRR898144,male,0.9531646
SRR1768887,male,0.9911032
SRR1026957,female,0.99924105
ERR752647,female,0.9977068
SRR896782,male,0.92073125
SRR2087338,male,0.9737862
SRR1785270,female,0.9888592
SRR1216064,male,0.98611134
SRR1698134,male,0.99801415
