,sex,sex_confi
ERR752547,male,0.9831604
SRR1203089,female,0.9914942
SRR897188,male,0.94938195
SRR1313183,female,0.99170935
SRR959679,female,0.90268755
ERR348407,male,0.6189774
SRR897170,male,0.9295623
ERR833247,male,0.98387796
SRR1698160,male,0.99375933
SRR1026986,male,0.94085246
SRR1777318,female,0.6889972
SRR1721302,male,0.9864043
ERR833230,male,0.941008
SRR650204,male,0.9922949
SRR896676,male,0.99835414
SRR1146185,male,0.9992522
SRR959661,female,0.89486134
SRR897806,male,0.997192
ERR752857,male,0.9773855
SRR1768920,male,0.84243315
SRR1785300,female,0.9917227
DRR006434,female,0.9583718
SRR1658420,female,0.9856084
SRR1042025,female,0.9999191
SRR2052693,male,0.99204063
SRR396947,male,0.9504571
SRR903146,male,0.89496744
SRR934366,female,0.99911463
ERR668391,male,0.9598545
SRR070180,male,0.99994296
SRR897837,male,0.998644
SRR898368,male,0.97813046
ERR752790,male,0.980494
SRR2925164,female,0.68585426
SRR298702,male,0.99691486
ERR752898,male,0.96388274
SRR1213741,male,0.9967586
SRR1617420,male,0.9257299
SRR897492,male,0.93866074
SRR896734,male,0.99759465
SRR897441,male,0.99560803
SRR1146108,female,0.99308634
SRR1521363,male,0.98111975
SRR924531,male,0.99993515
SRR1216121,male,0.8540785
SRR1206044,female,0.99979955
SRR1190465,male,0.9999741
SRR975568,female,0.9998058
SRR896903,male,0.97466975
SRR1663217,female,0.99597156
SRR1216102,male,0.98007727
SRR1265541,male,0.9907733
SRR831015,female,0.51705194
SRR349746,female,0.91280377
SRR1177706,female,0.9995121
ERR752572,male,0.9703129
SRR1265589,male,0.9776697
SRR1146201,male,0.99063605
SRR1652959,male,0.6069631
SRR896948,male,0.95024663
SRR797123,female,0.99260986
SRR959615,female,0.7921843
SRR959651,female,0.90628785
SRR448095,male,0.9875908
SRR926668,female,0.9838891
SRR786623,female,0.9990344
ERR752786,male,0.9518089
SRR1201725,female,0.93510854
SRR959719,female,0.90738755
SRR278177,female,0.9946464
SRR1216082,male,0.9730083
SRR896940,male,0.95333374
SRR1177720,female,0.9804918
SRR2314000,male,0.99361646
SRR1216104,male,0.9682725
SRR1026895,female,0.9995138
SRR1146077,female,0.9999568
SRR1583592,female,0.99969274
SRR1608804,male,0.9992771
DRR014113,male,0.9978178
SRR1603665,male,0.8937615
SRR897078,male,0.99690884
SRR2443152,female,0.99589205
SRR361334,female,0.9849458
SRR896730,male,0.9981778
SRR1652924,male,0.8891634
SRR1608595,male,0.999121
SRR896680,male,0.997345
SRR396916,female,0.98991394
SRR2052786,male,0.98938596
SRR2314023,male,0.98865205
SRR897498,male,0.9410249
SRR1265506,male,0.9923315
SRR897718,male,0.9505323
SRR1026923,male,0.9607412
ERR532602,male,0.9984946
SRR897549,male,0.95861274
SRR1268075,male,0.97854483
SRR1177673,female,0.9957552
SRR1927025,female,0.99994975
SRR898303,male,0.9327313
ERR863742,female,0.9999443
SRR1026885,male,0.94358253
DRR006459,female,0.9984356
SRR1768850,male,0.9971081
SRR1193106,male,0.9999935
ERR674422,female,0.9999641
SRR897092,male,0.9978099
SRR191668,male,0.9874053
SRR1521385,female,0.99999636
SRR2052739,male,0.9972638
SRR797127,female,0.9999874
ERR315363,female,0.915884
SRR1265592,male,0.95790374
SRR1265542,male,0.9935554
SRR2047483,male,0.7668592
ERR351377,female,0.9975939
SRR1657554,female,0.9980488
SRR1146243,male,0.9980208
SRR1265502,male,0.995424
SRR949076,male,0.99843293
SRR942564,male,0.9965671
SRR1502793,male,0.9966893
SRR897597,male,0.9894031
SRR1553144,male,0.6780611
SRR650168,male,0.99775827
ERR519467,female,0.9983584
SRR896869,male,0.97984743
ERR752560,female,0.999375
SRR1026963,male,0.83549273
SRR897339,male,0.95349514
ERR841667,male,0.9992226
SRR1163267,male,0.99102527
SRR1203817,female,0.68648833
SRR1026881,female,0.99806786
SRR896881,male,0.97911197
SRR396892,male,0.9925954
DRR006478,male,0.9949235
SRR2954768,female,0.9965248
ERR731483,female,0.9694284
SRR1652972,male,0.9426982
SRR1663261,female,0.989487
SRR2087352,female,0.9998806
SRR897416,male,0.9988489
ERR752795,male,0.9596387
SRR949114,male,0.9983508
ERR752685,male,0.92018366
ERR752695,male,0.960334
ERR668379,female,0.9992782
ERR752802,male,0.988435
SRR542378,female,0.9999983
SRR1060785,female,0.54767287
SRR1216089,male,0.9810001
SRR1201805,female,0.9566272
SRR1215999,male,0.9986283
SRR897076,male,0.9923426
SRR1608910,male,0.99850434
SRR1265585,male,0.99432296
SRR1698141,female,0.9933295
SRR057634,male,0.9980701
SRR832891,female,0.99839365
ERR315388,male,0.9889385
SRR1265668,male,0.9782332
SRR2049761,male,0.9383394
SRR1608590,male,0.990697
SRR2040355,female,0.9995557
SRR1146113,female,0.9966787
ERR502851,male,0.9999846
ERR863760,female,0.9772641
SRR1186057,female,0.95041025
SRR1265632,male,0.98323643
SRR1216051,male,0.94803107
SRR942544,male,0.8709156
SRR2049731,female,0.9997366
SRR396920,male,0.99072313
SRR980484,male,0.99855024
SRR1785308,female,0.99710625
SRR1176986,female,0.54573697
SRR896720,male,0.99935055
SRR653393,female,0.9888058
SRR898217,male,0.96141493
SRR2443181,female,0.99678546
SRR2052674,male,0.99506176
SRR915783,male,0.98534423
SRR2810187,male,0.8865465
ERR649045,female,0.998971
SRR926686,male,0.99926823
SRR1146206,male,0.99447757
SRR801695,female,0.9859823
SRR897872,male,0.9357622
SRR975578,male,0.9910823
SRR648428,male,0.9946806
SRR2049686,female,0.9998228
SRR834573,male,0.94366777
SRR070181,male,0.9999846
SRR868808,female,0.9998929
ERR197920,male,0.9987075
SRR1292150,female,0.986986
SRR1777322,male,0.9942442
SRR650218,male,0.7534765
SRR1265614,male,0.9900157
SRR1265622,male,0.98442125
SRR1036095,female,0.995859
ERR752785,male,0.9477587
SRR1608599,male,0.9987445
ERR863709,female,0.99999934
SRR1191668,male,0.9999895
SRR1177696,male,0.9001541
SRR315311,female,0.85890406
SRR1216007,male,0.9977007
SRR903066,male,0.9985219
SRR1026984,male,0.96745986
SRR2049718,male,0.97411346
SRR896858,male,0.9918914
SRR1042014,female,0.99997485
SRR1213816,male,0.97771215
SRR1067928,male,0.84250486
ERR351379,male,0.9252799
SRR1422069,male,0.5559834
SRR1216086,male,0.9759634
SRR898356,male,0.95438814
SRR557139,male,0.9999798
ERR649066,male,0.9753189
SRR1177668,female,0.999321
SRR797130,female,0.99994737
SRR897962,male,0.9872594
SRR1177736,male,0.91244376
SRR2049633,female,0.9992329
SRR1313167,female,0.9520849
SRR2926066,male,0.96637076
SRR896729,male,0.9988365
SRR2040370,female,0.9999355
SRR1265883,male,0.9999651
SRR1036041,female,0.99993867
SRR897846,male,0.9994551
SRR1067930,male,0.9731887
ERR752621,male,0.9595834
ERR351402,female,0.9994275
SRR898030,male,0.9681792
SRR1663241,male,0.99724805
SRR903312,male,0.99498975
ERR752845,male,0.9590174
SRR902936,male,0.7998633
SRR448089,female,0.9986119
SRR1146205,male,0.9974238
SRR1203775,female,0.994822
SRR897865,male,0.95721704
SRR896705,male,0.998298
SRR898291,male,0.99777925
SRR1026998,male,0.8790933
SRR2052664,female,0.99995345
SRR1658414,male,0.9780577
SRR898028,male,0.9487917
SRR2443190,female,0.9994847
SRR1067946,male,0.9320866
ERR752601,female,0.9938663
SRR830985,male,0.94394237
ERR863728,female,0.9988451
SRR542392,female,0.9999832
SRR1652921,male,0.9877435
SRR1042018,male,0.9206568
SRR897262,male,0.9891432
SRR2314037,female,0.99993914
SRR1201800,female,0.6251456
ERR752808,male,0.96442926
SRR448100,female,0.9800774
SRR2040371,female,0.9994324
SRR2049602,male,0.9950722
SRR1721303,male,0.98431504
SRR1146262,female,0.9823352
SRR898435,male,0.9659594
ERR863711,female,0.9997614
SRR846939,male,0.9813458
SRR797107,female,0.9936582
SRR447182,female,0.9184822
DRR006454,female,0.99751407
SRR1201677,female,0.9374798
SRR191641,female,0.999946
SRR946925,male,0.72024816
SRR1313119,female,0.99997294
SRR1608559,female,0.9981189
SRR926664,male,0.9960124
SRR542357,female,0.9111005
SRR898016,male,0.9634594
SRR959652,female,0.9026915
SRR1026880,male,0.87033606
SRR897855,male,0.9486513
SRR1216072,male,0.9891755
SRR2049664,male,0.984554
SRR959650,male,0.8538958
SRR1216076,male,0.98366964
SRR897141,male,0.93451804
SRR898341,male,0.95179796
SRR1823861,female,0.9928533
SRR896918,male,0.95852244
SRR1313159,female,0.99991167
SRR448104,female,0.98503923
SRR1768930,male,0.9999979
ERR532434,male,0.99768436
SRR1663251,male,0.99449855
SRR897845,male,0.9981257
ERR532568,male,0.999688
SRR896740,male,0.99674
SRR1747208,male,0.93306684
DRR006463,male,0.94042957
SRR903258,male,0.9805964
SRR2313080,male,0.9999093
SRR397209,female,0.8824046
SRR2506790,female,0.98396397
SRR1265653,male,0.99507487
SRR648409,male,0.98680574
ERR752860,male,0.94950783
SRR1639212,male,0.9974636
SRR1652908,male,0.84783375
SRR897605,male,0.9933527
SRR2927601,male,0.7819201
ERR030862,male,0.78317356
SRR1521391,male,0.9852341
SRR959440,female,0.99672616
SRR546229,female,0.99998796
SRR1313117,female,0.99993104
SRR1192963,male,0.99997234
SRR397179,female,0.9868865
SRR868880,female,0.99992526
SRR1265640,male,0.9918019
ERR832546,female,0.99347
SRR897924,male,0.9885739
SRR278175,male,0.99824345
SRR897539,male,0.94154036
SRR1754133,female,0.93798923
SRR897942,male,0.9850006
SRR1265604,male,0.9964388
SRR191665,female,0.9999849
SRR1521415,male,0.99891603
SRR1177667,female,0.99927837
SRR1177753,female,0.9993459
SRR959716,female,0.8955016
ERR752617,male,0.9536271
SRR1927052,female,0.99960977
SRR896893,male,0.990857
SRR2052692,male,0.9920076
ERR752828,male,0.9517557
SRR1265651,male,0.98684454
SRR633567,male,0.92408943
DRR006378,male,0.85688055
SRR897576,male,0.99019223
SRR2052731,male,0.97128046
SRR897871,male,0.9471904
ERR351388,male,0.87765676
SRR633570,female,0.97377956
SRR1145042,male,0.99577844
SRR1633194,male,0.6122309
SRR2087370,female,0.999831
SRR1163252,female,0.9853587
SRR2314044,male,0.94601977
SRR959599,female,0.8233139
SRR915769,male,0.9638149
SRR2313079,female,0.9701427
SRR1927030,female,0.9998786
SRR896686,male,0.9990832
SRR1313098,female,0.9994769
SRR1521369,male,0.9798725
SRR1617461,male,0.9864395
SRR975579,male,0.99624634
SRR1564407,female,0.96735346
SRR1265551,male,0.99733007
SRR420195,male,0.9492418
SRR1213838,male,0.7967355
SRR2443245,female,0.9996252
SRR537114,male,0.9630226
SRR897247,male,0.98247445
SRR2443234,female,0.9994978
SRR018257,male,0.9997799
SRR959663,female,0.8937114
SRR1608796,male,0.9992611
SRR835011,male,0.73664427
DRR006450,male,0.9840353
ERR863548,male,0.9999732
SRR397215,female,0.9940901
SRR898233,male,0.9748828
SRR1957183,male,0.7905873
DRR006433,male,0.9766157
SRR2810184,male,0.98344535
SRR897952,male,0.98895156
SRR1313206,female,0.995368
DRR006411,female,0.99650604
SRR897212,male,0.98865616
ERR351369,female,0.8341069
SRR648417,female,0.9980071
SRR1002087,female,0.9999922
DRR003598,male,0.8591148
SRR1521421,female,0.9999998
ERR315466,female,0.9914463
SRR1027177,female,0.9999197
SRR1265519,male,0.9973556
SRR1747174,male,0.9733555
SRR898263,male,0.998024
SRR1313223,female,0.97876585
SRR830973,male,0.9520031
SRR420193,male,0.9901288
SRR897149,male,0.9373148
SRR1002076,female,0.99868125
SRR2927603,male,0.8842039
SRR898431,male,0.9663892
SRR2087295,male,0.9998209
SRR332271,male,0.9939723
SRR897424,male,0.9969878
SRR1521368,male,0.95283854
SRR363760,female,0.99937963
ERR532440,male,0.9997233
SRR2049696,male,0.99561197
SRR191694,male,0.87587994
SRR2443199,female,0.99570024
SRR1026952,female,0.9570614
SRR897499,male,0.9547426
SRR1146199,female,0.9997727
SRR1026968,male,0.9727542
SRR1190464,male,0.9999908
SRR2926056,male,0.9714384
SRR2443204,female,0.99950904
SRR1785240,female,0.9947425
SRR1036508,female,0.99522316
SRR1754123,male,0.9708222
ERR752566,female,0.99691933
SRR1754128,female,0.9494977
SRR1265534,male,0.98653567
ERR752827,male,0.9425622
SRR897928,male,0.9874983
SRR2026323,female,0.9922166
SRR897463,male,0.99738616
SRR298698,female,0.97699946
ERR315381,male,0.98694324
SRR898347,male,0.9493003
SRR898424,male,0.9813344
SRR1027176,female,0.99997866
SRR897227,male,0.9828807
SRR1785242,female,0.99871206
SRR898154,male,0.9424505
SRR2389090,male,0.99868834
SRR902920,male,0.99635065
SRR1663254,male,0.99823266
SRR2049744,female,0.99997884
SRR834574,male,0.9947073
SRR396898,male,0.9994524
SRR1146196,female,0.9995249
SRR1617431,male,0.8344256
SRR962603,male,0.9844614
SRR2138382,male,0.9105797
SRR1313129,female,0.9998067
ERR752657,male,0.93850577
SRR2443232,female,0.99966115
SRR1190509,male,0.9999875
SRR1373460,male,0.9944606
SRR2052804,male,0.9502552
SRR959715,female,0.8957087
SRR2443175,female,0.9982147
SRR897202,male,0.97917634
SRR897413,male,0.9963876
SRR959720,female,0.90385115
SRR898020,male,0.9712879
SRR1203828,female,0.5339229
SRR898473,male,0.9713689
ERR752793,male,0.9634139
SRR1927062,female,0.9995651
SRR834565,female,0.9750519
SRR1373464,male,0.99910563
SRR1027172,female,0.9999388
SRR797152,female,0.99058783
SRR393827,male,0.9955856
ERR519522,female,0.9990543
SRR896754,male,0.97365177
SRR1146237,male,0.9997554
SRR2052690,male,0.99000156
SRR2166629,male,0.99968004
SRR1927059,female,0.9999801
SRR2052732,male,0.98627234
SRR898036,male,0.971684
SRR898411,male,0.98575795
SRR299109,male,0.81235707
ERR731508,female,0.96551526
SRR1313090,female,0.9993866
SRR1785274,female,0.9975961
SRR898272,male,0.9963187
SRR1313093,female,0.97306097
SRR897254,male,0.98006564
SRR2087316,male,0.9988409
SRR1201715,female,0.9477334
SRR2443230,female,0.9996524
SRR1557953,female,0.99451715
SRR897462,male,0.99899423
SRR1213742,male,0.996997
SRR191650,female,0.9984871
ERR752529,male,0.9608742
SRR897598,male,0.97487974
SRR1202288,female,0.98149186
SRR896951,male,0.9607442
SRR1652927,female,0.996497
SRR396931,female,0.9411994
SRR387439,male,0.99960196
SRR1191343,male,0.9999859
ERR863676,female,0.9999493
DRR029117,female,0.98261607
SRR2052758,male,0.97209346
ERR532610,male,0.98211396
SRR1747205,male,0.96667224
SRR897593,male,0.9831289
SRR897083,male,0.995801
SRR1265633,male,0.9846436
SRR943354,male,0.987264
SRR898308,male,0.93436164
SRR1204658,male,0.58625966
SRR1067987,female,0.9999884
SRR2443163,female,0.9962961
SRR2087369,male,0.88951665
ERR532578,male,0.99968517
ERR752655,male,0.9390848
SRR831037,female,0.9731668
SRR1163246,female,0.99648064
SRR1754135,female,0.9928459
SRR1216002,male,0.99833757
SRR1216018,male,0.9981922
SRR633598,male,0.9949665
SRR903274,male,0.958317
SRR628227,male,0.99763024
SRR1927069,male,0.9594196
ERR922710,male,0.99999493
SRR897156,male,0.91905373
SRR1927038,male,0.9483923
SRR278176,male,0.99942744
SRR2926051,male,0.9873679
SRR332272,male,0.9993454
SRR349743,male,0.99342614
SRR903058,male,0.99373645
SRR2049608,female,0.99975806
SRR897431,male,0.99876004
SRR897911,male,0.9446163
SRR1652905,male,0.9664634
SRR1204657,male,0.9982427
SRR1146220,male,0.99763346
SRR1201779,female,0.951138
SRR1203845,female,0.9207827
SRR1648445,female,0.9486216
SRR898017,male,0.95520526
SRR1777315,female,0.68841046
SRR317103,male,0.99878407
SRR1146235,female,0.9999404
SRR496581,male,0.99996597
SRR959658,female,0.9025893
SRR2087366,male,0.8859626
SRR897524,male,0.95280015
SRR897445,male,0.99703896
SRR1146203,male,0.9992463
SRR1222680,male,0.9462725
SRR605002,female,0.9765674
SRR834568,male,0.9951046
SRR898132,male,0.9986992
SRR1026958,male,0.9082855
SRR926662,male,0.9962147
SRR2040265,female,0.9694969
SRR897725,male,0.9687187
SRR897648,male,0.96733236
SRR897964,male,0.988248
SRR1760950,female,0.9832737
SRR514137,male,0.9872659
SRR898130,male,0.99799013
ERR832539,male,0.86593705
SRR2049617,male,0.88662845
SRR1265529,male,0.98689663
ERR752781,male,0.95490104
SRR898192,male,0.9882946
SRR898401,male,0.9913341
SRR2545375,male,0.7688917
SRR1663235,female,0.99766886
SRR1067991,male,0.9016992
SRR2314007,male,0.9821208
SRR922451,female,0.9995456
SRR1652902,male,0.9633339
SRR2040364,female,0.9997653
SRR333702,male,0.932147
SRR2052812,male,0.9765441
SRR897293,male,0.952462
SRR1146204,male,0.9997088
SRR926690,male,0.99946964
SRR1768873,female,0.9992609
SRR1502801,male,0.9998089
SRR650156,male,0.99997187
ERR752671,male,0.96925926
SRR959596,female,0.8359909
SRR1265556,male,0.98178244
SRR1026951,female,0.99846995
SRR2052765,female,0.9999361
SRR317056,female,0.9990972
SRR830983,female,0.99743354
SRR1747148,male,0.9540445
SRR898138,male,0.99820375
SRR1186052,male,0.7339633
SRR537120,female,0.98929816
SRR1177748,female,0.9961831
ERR035543,female,0.9986969
SRR897409,male,0.9989314
SRR1216028,male,0.955953
SRR1374353,male,0.9823446
SRR897866,male,0.942547
SRR1663255,male,0.9996935
SRR1313196,female,0.9999418
SRR897900,male,0.95367974
SRR898259,male,0.99949646
SRR1067939,female,0.9999232
ERR752704,female,0.9990424
SRR1146224,male,0.9941789
SRR057647,male,0.99651825
SRR846940,male,0.96057254
SRR926692,male,0.9997905
ERR752789,male,0.95287114
SRR222177,male,0.96938574
SRR898237,male,0.96348476
SRR801430,female,0.99955684
SRR764667,female,0.5850519
SRR1161036,male,0.9850255
SRR896787,male,0.9382188
SRR959639,female,0.7853347
SRR897888,male,0.9378761
SRR1744448,female,0.98443925
SRR959743,female,0.90617895
SRR2052757,male,0.98694754
SRR797148,male,0.94269687
SRR1502792,male,0.98579675
SRR2314009,male,0.9768165
SRR2313078,male,0.99648017
SRR1033612,male,0.9723401
SRR1785298,female,0.99582493
SRR897622,male,0.98833257
SRR896901,male,0.98366326
SRR926658,male,0.9753176
SRR949089,female,0.99945754
SRR2138381,female,0.9980775
SRR1663122,male,0.9682557
SRR1163256,female,0.99232423
SRR1163250,female,0.9908104
SRR2087288,female,0.91817266
SRR897830,male,0.99882156
SRR959732,female,0.8907708
SRR897879,male,0.93473643
SRR1146209,male,0.9991298
SRR400344,male,0.99712867
SRR898478,male,0.9575354
SRR1663268,male,0.99322367
SRR896813,male,0.9710223
SRR896967,male,0.9497016
SRR542373,female,0.9172169
SRR1562545,male,0.93201125
SRR1617457,female,0.9965334
SRR309143,male,0.96431386
DRR006441,female,0.98534286
SRR1746779,female,0.9863006
SRR1216027,male,0.96102667
SRR898241,male,0.9976983
SRR1649699,female,0.9655898
SRR1521422,female,0.9999801
SRR2049647,male,0.99369514
SRR1583598,female,0.85564965
SRR1206042,male,0.8539257
SRR898398,male,0.98849916
SRR1957207,male,0.94822013
SRR1146259,male,0.71065766
SRR948097,male,0.985144
SRR898193,male,0.98854005
SRR915789,male,0.97523165
SRR1927039,male,0.98239756
SRR1047874,female,0.9971182
SRR1373455,female,0.9990071
SRR018261,female,0.5013998
SRR387429,male,0.9981332
SRR1553147,male,0.9615483
SRR309141,male,0.9748747
SRR1768885,male,0.9966911
ERR649074,female,0.9988216
ERR668394,male,0.96494544
SRR1747185,male,0.96799964
SRR1658418,female,0.90178233
SRR2049736,male,0.9766901
ERR315475,female,0.99999094
SRR396953,male,0.99944293
SRR897291,male,0.9459926
SRR934369,female,0.99055797
SRR897429,male,0.99755013
SRR1698168,male,0.99781865
ERR863759,female,0.99996376
SRR1201769,female,0.974315
SRR1767259,female,0.99810493
SRR897484,male,0.9988591
SRR1747167,male,0.9523865
SRR1265498,male,0.99734795
SRR897054,male,0.9945353
SRR1201784,female,0.9082459
SRR898174,male,0.9481183
SRR3067479,female,0.83333385
SRR448111,female,0.9971822
SRR1652954,male,0.98552436
SRR898340,male,0.94151706
SRR897275,male,0.9388534
SRR903178,male,0.99328554
SRR1785310,female,0.9935411
SRR1169869,male,0.9647212
SRR1823858,male,0.93605584
SRR1747178,male,0.95113164
SRR897060,male,0.9961972
SRR1521375,male,0.9316269
SRR2052685,male,0.98979044
SRR1754132,female,0.955445
SRR1201703,female,0.90238285
SRR959693,female,0.9028349
SRR896887,male,0.97965354
SRR897659,male,0.9611858
SRR628229,male,0.98796356
SRR1608728,male,0.9965917
SRR1313194,female,0.99945986
ERR752661,male,0.98327607
SRR1222588,male,0.932628
SRR1823863,female,0.98601913
SRR1603670,male,0.91876686
SRR1747177,male,0.95091516
SRR2912491,male,0.8901771
SRR2052743,female,0.9996377
SRR948116,female,0.9990962
SRR633566,female,0.97692794
SRR898352,male,0.9340016
SRR1652913,female,0.93423903
SRR1747179,male,0.9832802
SRR896852,male,0.98807776
ERR519506,male,0.9694773
SRR1374354,male,0.99550503
SRR1216094,male,0.9702808
SRR897994,male,0.9728835
SRR1747158,male,0.9590038
SRR650200,male,0.9999553
SRR1823859,male,0.91230094
SRR611065,female,0.9999337
SRR897273,male,0.9620868
SRR1785264,female,0.9975449
SRR1652922,female,0.76763034
SRR897985,male,0.964516
ERR668353,male,0.9688858
SRR191684,male,0.9922066
SRR449360,female,0.9982872
ERR752524,male,0.9589917
ERR752610,male,0.9557713
ERR752854,male,0.9749155
SRR1026889,male,0.97639114
SRR1201803,female,0.9581822
SRR1201689,female,0.87103814
SRR1521361,female,0.9999937
ERR752814,male,0.95002115
SRR897488,male,0.9343499
SRR1373463,female,0.99956447
SRR897529,male,0.9368696
SRR898365,male,0.95019084
SRR797072,female,0.997938
SRR363764,male,0.9976951
SRR949097,female,0.9939915
SRR2052825,male,0.99614495
SRR2087347,male,0.97356665
SRR897530,male,0.9574882
SRR1909104,male,0.6955532
SRR896933,male,0.96059644
SRR868868,male,0.9323288
ERR752835,male,0.95631045
SRR959431,female,0.98900396
SRR514140,male,0.57022816
SRR316214,male,0.9997544
SRR797081,female,0.9994604
SRR1652966,male,0.6798213
SRR2049663,male,0.9931113
SRR1042020,male,0.9482443
SRR650198,male,0.996014
SRR1785280,female,0.9963566
SRR1146172,female,0.9980608
SRR897665,male,0.9594774
SRR1203827,female,0.89158237
SRR898258,male,0.99663496
SRR898402,male,0.99348384
SRR975575,male,0.99116963
SRR786616,male,0.9749764
ERR649029,male,0.9652791
SRR633590,female,0.99994344
SRR902966,male,0.98890036
SRR1265634,male,0.99012786
SRR1608607,male,0.995653
ERR731506,female,0.98544157
SRR1608720,male,0.9976996
SRR633560,female,0.9928279
SRR926693,male,0.9991287
SRR897242,male,0.97503746
SRR1202564,female,0.95701027
SRR831026,male,0.67935896
SRR2087319,male,0.99497616
SRR537125,female,0.99850714
SRR898464,male,0.9692772
ERR752768,male,0.96981734
ERR863747,female,0.99847144
SRR897849,male,0.99792224
SRR897239,male,0.98367774
ERR752540,female,0.99913466
SRR1265629,male,0.98286897
SRR1146191,female,0.9991871
SRR1292165,female,0.9638793
SRR3096656,female,0.9985013
SRR1146082,male,0.9980931
SRR897189,male,0.9583734
SRR898205,male,0.988795
ERR351347,male,0.82394457
SRR926647,male,0.9963309
SRR915787,male,0.9518647
SRR1693631,male,0.9878912
SRR1265641,male,0.968723
SRR1216088,male,0.977407
SRR2926027,male,0.9847783
SRR2057554,female,0.98334324
SRR1002075,female,0.99775136
SRR1026916,male,0.9411046
SRR2087368,female,0.99972284
ERR661166,female,0.98767364
SRR1268073,female,0.99947196
SRR915780,female,0.9999725
SRR1146152,female,0.99974823
SRR2087334,male,0.98964643
SRR897477,male,0.99954784
SRR1313109,female,0.99726474
SRR317105,male,0.9924615
ERR752762,male,0.9405991
SRR222175,male,0.9515854
SRR1213712,male,0.99894667
SRR1284895,female,0.75704986
SRR868870,female,0.99989116
SRR1222686,male,0.942636
SRR1768941,male,0.9070913
SRR1652969,female,0.9753968
SRR2443244,male,0.9433621
SRR492042,female,0.67147833
SRR826659,female,0.99827766
DRR006382,female,0.985419
SRR1373454,male,0.9891051
SRR975585,male,0.9969858
SRR1521406,male,0.9789382
SRR897336,male,0.9688984
ERR752869,male,0.97359115
ERR649027,male,0.96667176
SRR653395,female,0.9819422
SRR1576175,male,0.92358273
SRR309262,male,0.953441
SRR897991,male,0.9712098
SRR898362,male,0.93848944
SRR1648448,female,0.92369473
SRR359291,male,0.9972831
SRR2037284,male,0.9896782
SRR897588,male,0.98728514
SRR2313973,male,0.9837658
SRR014496,male,0.8628866
SRR1222684,male,0.95916045
SRR1971629,female,0.9995651
SRR645163,male,0.99983597
SRR1231446,male,0.99992514
SRR896805,male,0.93740463
SRR791051,female,0.99926424
SRR479072,female,0.9870097
ERR315454,female,0.99996436
SRR897661,male,0.9557005
ERR863689,female,0.9999875
SRR1521352,female,0.9999633
SRR897112,male,0.99684584
SRR1754127,female,0.99857473
SRR546227,male,0.99331033
SRR1203011,female,0.85386956
SRR926697,male,0.99939746
SRR2040357,female,0.917603
SRR897878,male,0.9596898
SRR2443242,female,0.99655676
ERR752803,male,0.9871319
SRR191697,female,0.9971832
SRR396896,male,0.9984716
SRR1818510,male,0.75524795
ERR832540,male,0.81128484
SRR650174,male,0.99778444
ERR649043,female,0.9749665
SRR396949,female,0.97417367
ERR329515,male,0.98939323
SRR387438,male,0.9987313
SRR2443189,female,0.99956787
SRR1067989,male,0.91932726
SRR1203814,female,0.9984501
SRR897294,male,0.94607174
ERR752548,male,0.9816097
SRR1026883,female,0.9990592
SRR897628,male,0.989155
SRR2313986,male,0.9815919
SRR959672,female,0.9010185
SRR897237,male,0.982169
SRR1781816,male,0.98288167
SRR1163258,female,0.9855458
ERR833231,male,0.9862072
SRR2049588,male,0.9955888
SRR897932,male,0.9861902
SRR898115,male,0.9983374
SRR897572,male,0.99534047
SRR897276,male,0.95894337
SRR897811,male,0.9989666
SRR2052697,male,0.9845314
SRR397193,male,0.9999989
ERR315473,male,0.9355928
SRR896719,male,0.9981896
SRR191695,male,0.61251265
SRR2052824,male,0.95857334
SRR1213572,male,0.986485
DRR006481,male,0.9813196
SRR897345,male,0.9463231
SRR898412,male,0.98858577
ERR315441,female,0.99998075
ERR752619,male,0.9603311
SRR1721308,male,0.94123876
SRR1313171,female,0.9162652
SRR2049716,male,0.9893686
SRR1608862,female,0.99677694
SRR1265615,male,0.97659236
SRR1146134,male,0.9945607
SRR1313121,female,0.99992734
SRR2049674,male,0.979988
SRR397197,male,0.9981874
SRR896873,male,0.9812167
SRR988503,female,0.99782383
SRR897885,male,0.9376686
ERR752692,male,0.95039463
SRR2313979,male,0.9938094
SRR1639243,male,0.99732715
SRR479068,female,0.9995985
SRR1191914,male,0.9999916
SRR1693459,male,0.9988762
ERR649062,male,0.98164356
SRR897542,male,0.93157196
SRR846943,male,0.9810753
SRR070190,female,0.7841489
SRR898003,male,0.9714174
SRR1818581,male,0.7521456
SRR2314020,male,0.99837047
SRR797083,male,0.95805186
SRR868844,female,0.99663675
SRR897979,male,0.98191583
SRR1927068,male,0.94970226
SRR479063,female,0.99958384
SRR1617463,male,0.97443867
SRR2049723,female,0.99988765
SRR605000,male,0.9482893
SRR1839802,male,0.97485524
SRR897123,male,0.9459553
SRR975598,male,0.9997803
SRR1577902,female,0.55769217
SRR897346,male,0.9792719
SRR1186058,female,0.99999535
ERR752855,male,0.9669668
SRR2040269,female,0.9885748
SRR1927067,male,0.9728996
SRR897211,male,0.9810134
ERR832554,male,0.87230384
ERR752546,male,0.9639894
ERR315418,female,0.9973361
ERR863752,female,0.9999874
SRR1060774,male,0.9038785
ERR668407,male,0.96869195
SRR897556,male,0.9443402
SRR363685,male,0.644756
ERR752613,male,0.9521427
SRR896840,male,0.98952895
