,sex,sex_confi
ERR863759,female,0.9999053
SRR1222592,male,0.9765037
SRR1265575,male,0.9892456
SRR1163282,female,0.99957
SRR868841,female,0.99992627
SRR897218,male,0.99320966
SRR2057557,female,0.94596255
SRR2313977,female,0.9999819
SRR896708,male,0.9994775
SRR898319,male,0.9912907
SRR898146,male,0.99147254
SRR2026319,male,0.9460888
SRR959668,male,0.5456701
ERR519507,male,0.97633296
SRR831017,male,0.8410994
SRR2026313,male,0.94855756
SRR1373447,female,0.98734283
SRR959716,male,0.52080286
SRR835014,male,0.99919355
SRR1313201,female,0.99289644
SRR1767263,female,0.9987682
SRR902928,male,0.9986318
ERR752856,male,0.97714645
SRR791057,female,0.9999474
SRR1373459,female,0.9990657
SRR1373444,male,0.9945822
SRR2087366,male,0.89384973
SRR2047490,male,0.99961615
SRR648413,female,0.90862674
SRR1927025,female,0.9993855
SRR1747154,male,0.9958366
SRR1213848,male,0.9967224
DRR006471,male,0.9506418
SRR1036510,female,0.9999968
SRR299111,male,0.9663702
SRR1026960,male,0.9803246
SRR1201786,female,0.96631116
SRR1663211,male,0.9719098
SRR2443242,female,0.99846715
SRR1192838,male,0.99995387
SRR2049742,male,0.9762799
SRR1658409,female,0.98865527
SRR1203830,female,0.9997904
SRR1192964,male,0.9999784
SRR2226704,male,0.9953421
SRR1265641,male,0.9661102
SRR2049584,female,0.9993617
SRR557139,male,0.9999755
SRR975601,male,0.9985714
SRR897227,male,0.9955574
SRR897071,male,0.99687403
SRR896941,male,0.9943663
SRR397181,male,0.9999708
SRR1927052,female,0.9975712
SRR1216018,male,0.9986755
SRR1163264,male,0.9200444
ERR348408,female,0.9086806
SRR1146205,male,0.99676764
SRR2087291,male,0.99996614
SRR948496,male,0.9981489
SRR1177720,female,0.99105674
SRR1146207,female,0.9997094
SRR1767261,female,0.99802697
SRR1551080,male,0.99915206
SRR1216004,male,0.9986539
SRR611842,female,0.8415345
SRR1608902,male,0.9989559
SRR1203831,female,0.99999875
SRR1663275,female,0.97376144
SRR332171,female,0.9993228
SRR2537084,male,0.94922626
SRR897178,male,0.98661363
SRR1663223,female,0.92389786
SRR897338,male,0.99336565
SRR1693451,male,0.99730337
SRR897473,male,0.999005
SRR2052764,female,0.9995882
SRR897532,male,0.99100924
SRR363700,female,0.6653672
SRR057647,male,0.9989327
SRR898218,male,0.9933859
SRR2313078,male,0.999537
SRR948499,female,0.9997864
SRR897962,male,0.9966936
SRR1002099,female,0.99998343
SRR868875,female,0.9994488
ERR208920,male,0.50722444
ERR668371,male,0.98598754
SRR1957205,male,0.9955324
SRR609429,female,0.99684745
ERR674422,female,0.9999326
SRR896712,male,0.99963224
SRR1663285,male,0.99871206
SRR846946,female,0.999932
SRR897437,male,0.99860966
SRR1216079,male,0.9971741
ERR315427,female,0.99949723
SRR1521406,male,0.9665985
SRR1521373,female,0.9996277
SRR897847,male,0.99805737
SRR057629,male,0.99944603
SRR191657,male,0.993672
SRR2314043,male,0.9905585
SRR897118,male,0.9983508
SRR897186,male,0.99110526
SRR902954,male,0.9965738
SRR537109,male,0.7727246
SRR1177716,male,0.85796225
SRR990364,female,0.9932111
ERR351406,female,0.9350851
SRR2049693,male,0.96593535
SRR1576171,male,0.96482706
SRR797128,male,0.99668056
SRR896686,male,0.9994537
SRR1216092,male,0.9942481
SRR1768821,male,0.9552299
SRR948105,female,0.9725887
SRR2049753,male,0.96727306
SRR896834,male,0.99747765
SRR1202844,female,0.9985312
SRR1652958,male,0.846079
SRR1216005,male,0.9982554
SRR1373464,male,0.99934006
ERR752840,male,0.9456812
ERR833241,male,0.98780376
SRR1216057,male,0.9962393
ERR752555,male,0.9655555
SRR1047867,male,0.96569204
SRR1608574,male,0.9980976
SRR897881,male,0.98902005
ERR532611,male,0.99948376
ERR752635,male,0.9646436
SRR1216129,male,0.9877912
SRR896856,male,0.9955249
SRR1617419,male,0.99958974
SRR191713,female,0.94441396
SRR801695,female,0.99793035
SRR897637,male,0.9980116
SRR191699,male,0.99926615
SRR191678,female,0.9999951
ERR752715,female,0.9991287
SRR2040266,female,0.937411
SRR1754148,female,0.9691865
ERR752894,male,0.9672551
ERR752754,male,0.9626292
SRR898345,male,0.9919184
SRR1313116,female,0.9989562
DRR006421,female,0.9983999
SRR896814,male,0.99548864
SRR1785280,female,0.99918526
SRR949095,female,0.99435616
SRR1663237,male,0.99837196
SRR1746776,female,0.99932194
SRR1163271,male,0.9827916
SRR897343,male,0.9950633
SRR2443258,female,0.99849164
SRR934370,female,0.9966049
SRR060734,female,0.9447266
SRR650217,male,0.62066287
SRR898014,male,0.9946288
SRR2443201,female,0.99935037
SRR897522,male,0.9940678
SRR2314020,male,0.9982195
SRR959654,female,0.5652154
ERR661281,female,0.9325153
SRR1608628,female,0.9996249
SRR397227,male,0.99353665
SRR333698,female,0.5790516
SRR1146168,male,0.99755555
SRR1551113,male,0.99968183
ERR752536,male,0.9819044
SRR897569,male,0.9986563
SRR2087340,male,0.99799806
SRR1026952,female,0.9624106
SRR797132,female,1.0
SRR1754145,female,0.8850646
SRR898278,male,0.99797314
SRR897111,male,0.9983028
SRR1201675,female,0.95488584
SRR897098,male,0.99739486
SRR448093,female,0.99770945
SRR2052821,male,0.95473796
SRR2313979,male,0.99610347
SRR1146231,female,0.99973077
ERR752898,male,0.96536475
SRR898199,male,0.9941977
DRR014113,male,0.9974661
SRR2314003,female,0.9999897
SRR898252,male,0.9977905
ERR752614,male,0.94685936
SRR959685,female,0.5861071
SRR1639278,male,0.99901474
SRR1068000,male,0.96292686
SRR363756,male,0.9968647
SRR070196,male,0.97900045
SRR801694,female,0.99965936
SRR897096,male,0.9981853
ERR752613,male,0.95124704
SRR363695,male,0.9416019
DRR006395,male,0.98714435
SRR764668,male,0.5975197
SRR897108,male,0.9978832
SRR975564,male,0.999351
SRR191688,male,0.9502764
SRR396888,female,0.9999758
SRR898264,male,0.99868983
SRR1202649,female,0.8796545
SRR903202,male,0.9989626
SRR2954767,female,0.9970007
SRR1313194,female,0.99956894
SRR1177733,male,0.9617384
SRR396952,female,0.9895622
SRR898284,male,0.9984436
SRR1146202,male,0.99703467
SRR2954793,male,0.9019272
SRR975556,male,0.9968996
SRR2026310,male,0.94002235
SRR1767245,female,0.99570066
SRR1521390,female,0.9998015
ERR315461,female,0.9998787
DRR006464,male,0.96432275
SRR387404,male,0.99994963
SRR1721307,male,0.9637089
SRR949111,male,0.999395
SRR2052763,male,0.962866
SRR797156,female,0.9970499
SRR801703,female,0.9957012
SRR1190464,male,0.9999898
SRR896884,male,0.99739105
SRR797130,female,0.99999654
ERR975349,male,0.9999939
SRR2506772,female,0.969219
ERR752723,male,0.92418146
SRR1839799,female,0.9936635
SRR898038,male,0.9917059
SRR648422,male,0.9999596
SRR1313146,female,0.99494094
ERR752692,male,0.9521222
SRR846938,male,0.98545665
ERR532594,male,0.9998312
SRR191665,female,0.99999297
SRR1663234,female,0.99989116
SRR902936,male,0.89680016
SRR2052761,male,0.94647473
SRR897486,male,0.99920386
SRR926658,male,0.98251724
SRR1216013,male,0.9987345
SRR1608870,male,0.75748086
SRR014500,male,0.8636303
SRR898261,male,0.9986146
SRR897985,male,0.9921109
ERR649056,male,0.912222
SRR2859771,male,0.9406277
SRR1216114,male,0.99793273
SRR2049665,female,0.99978626
SRR1693455,male,0.9992124
SRR1146091,male,0.99726087
SRR1191672,male,0.99998987
SRR1652920,male,0.97444886
SRR826663,female,0.97350466
ERR752649,male,0.95198315
ERR752557,male,0.9583356
SRR898259,male,0.9996293
ERR752733,male,0.9582348
SRR1067984,female,0.9270896
SRR897520,male,0.9924318
SRR2049769,female,0.9998735
SRR3096659,female,1.0
SRR1299438,male,0.96381176
SRR1146219,male,0.99826634
SRR898131,male,0.9995074
SRR897951,male,0.99726504
SRR897914,male,0.99165154
SRR897150,male,0.9879564
SRR897475,male,0.99872303
SRR1195621,male,0.9999946
ERR863690,female,0.999735
SRR975578,male,0.99064577
SRR2087337,female,0.9997152
ERR752667,male,0.9721464
ERR197920,male,0.9997032
ERR315371,male,0.9699791
SRR1292166,male,0.9257169
SRR448113,male,0.95611745
SRR1265572,male,0.9825835
SRR317096,male,0.99948007
SRR1146246,female,0.99967605
SRR2166635,female,0.98596656
SRR1427482,female,0.99901676
SRR959442,female,0.9871653
SRR1313124,female,0.99903345
SRR1202563,male,0.71642864
SRR1767252,female,0.9985595
SRR1313142,female,0.99929553
SRR1265659,male,0.9882536
SRR897715,male,0.9914239
SRR317104,female,0.9999396
SRR897296,male,0.98995465
SRR898237,male,0.9923094
SRR1265555,male,0.9780966
SRR2052721,male,0.99245346
SRR633587,male,0.9538325
SRR948112,female,0.9997217
SRR2049605,female,0.9997176
SRR1693463,male,0.9997816
SRR898272,male,0.99765205
SRR1698177,male,0.9984584
SRR397200,female,0.9995909
SRR2052739,male,0.9978317
SRR479069,female,0.9976376
SRR397231,male,0.9960564
SRR897801,male,0.9992722
SRR903298,male,0.9945961
SRR2926063,male,0.97986794
SRR1265495,male,0.98355293
SRR1036013,male,0.99791276
SRR897407,male,0.9991695
ERR532568,male,0.9999019
SRR1265611,male,0.9940057
SRR1036019,male,0.9964282
SRR959725,female,0.5076655
SRR1002079,female,0.99995106
SRR831013,male,0.68220013
SRR2926020,male,0.9984422
ERR315348,male,0.994905
SRR2087292,male,0.99979526
SRR1652939,female,0.9800252
ERR922711,male,0.9999836
SRR975593,male,0.9586234
ERR752852,male,0.955273
ERR033746,male,0.9947423
SRR868850,female,0.9998271
SRR2954799,female,0.9999145
SRR633607,male,0.9014017
SRR898447,male,0.99269694
SRR1265535,male,0.98705703
SRR1746773,female,0.9465518
SRR299026,male,0.98748815
SRR1583595,male,0.9925925
SRR358995,male,0.9982233
SRR2087324,female,0.9965297
SRR959604,male,0.5864206
SRR1216075,male,0.99824065
SRR1163243,female,0.9163028
SRR898304,male,0.9909204
SRR975560,male,0.976092
SRR896753,male,0.9893896
SRR2443185,female,0.9986057
SRR1576142,male,0.98001015
SRR926699,male,0.9978673
SRR896732,male,0.9990919
SRR897553,male,0.9899044
DRR006385,male,0.99278057
SRR2226738,male,0.99054754
ERR649058,male,0.95374
SRR988504,female,0.99940574
SRR1146233,male,0.99942666
ERR532595,male,0.99983644
SRR1792709,female,0.6185807
SRR2052812,male,0.97945577
ERR649054,male,0.89142525
SRR2052671,male,0.98160875
SRR868830,female,0.99999046
SRR1169868,male,0.99937737
SRR1047873,female,0.9975296
SRR2087338,male,0.9841353
SRR1663125,male,0.9958846
SRR897664,male,0.9858758
SRR1768945,male,0.9206344
DRR003596,male,0.7938257
SRR057630,male,0.9995817
ERR315429,male,0.9987496
SRR959708,female,0.5899102
SRR896824,male,0.99682236
ERR952473,female,0.98230064
SRR834568,male,0.99483633
SRR2314015,male,0.98728263
ERR315459,male,0.9969705
SRR898437,male,0.9913562
SRR1652940,male,0.99782646
SRR2962014,female,0.99130553
ERR315366,female,0.9999917
SRR479066,female,0.99898565
SRR1521374,male,0.98898953
SRR896788,male,0.9911084
SRR2443154,female,0.99959385
ERR752659,male,0.977485
SRR1060772,male,0.8737434
SRR959637,male,0.58864915
SRR1636952,male,0.95955765
SRR1785294,female,0.9977705
SRR1521393,male,0.9924938
SRR897497,male,0.9915091
ERR752863,male,0.95862436
SRR897712,male,0.99214345
SRR903162,male,0.95551646
SRR959615,male,0.58598816
SRR896713,male,0.99871236
SRR1652952,female,0.9993695
ERR863687,female,0.9999779
SRR1146121,male,0.99528646
SRR896971,male,0.9916612
SRR1177674,female,0.9964756
ERR752806,male,0.9850787
SRR830967,male,0.9406842
ERR752703,female,0.99854505
ERR752728,male,0.9345819
SRR1177680,male,0.90101814
SRR1026936,female,0.99884874
SRR897984,male,0.99431765
SRR448106,female,0.98983896
SRR1608720,male,0.9977897
ERR315467,female,0.999163
SRR896980,male,0.99603176
SRR898138,male,0.9986557
SRR896871,male,0.99418163
SRR1201795,female,0.98842716
SRR1652905,male,0.96408427
ERR197924,female,0.8347664
SRR1636951,male,0.86803246
DRR014032,male,0.99588263
SRR1553144,male,0.6883749
SRR1190369,male,0.99998015
SRR650188,male,0.999553
ERR519490,male,0.97246885
SRR897100,male,0.99654233
SRR1553146,male,0.964283
SRR2057555,female,0.9882959
SRR1177722,male,0.9017253
SRR897573,male,0.99762267
SRR959714,female,0.59940785
SRR397176,male,0.99998844
ERR863706,female,0.9999994
SRR1193007,male,0.99999124
SRR897438,male,0.9990965
SRR959655,female,0.59358203
SRR1521386,female,0.9999938
SRR1754133,female,0.8636522
ERR752758,male,0.9817524
SRR1026929,female,0.9908444
SRR896908,male,0.9932125
ERR752780,male,0.9720308
SRR959732,male,0.78110975
SRR514133,male,0.99720633
SRR2049682,male,0.9937366
SRR396915,female,0.99999666
SRR1265884,male,0.9994987
ERR752520,male,0.9829687
SRR837863,male,0.99998283
SRR514144,male,0.98821306
SRR903026,male,0.9970201
SRR2138388,female,0.99695647
SRR1046686,male,0.999926
SRR1617457,female,0.99644583
ERR315475,female,0.9999927
ERR315426,female,0.99999726
SRR1036133,female,0.98033667
ERR519489,male,0.97486985
SRR1562546,male,0.99068433
SRR868834,female,0.99946946
SRR1818581,male,0.685431
SRR897416,male,0.9992341
SRR548611,male,0.9624144
SRR2049770,male,0.9757613
SRR514150,male,0.99315274
SRR1146079,male,0.99897736
SRR868878,female,0.9992299
SRR897571,male,0.9982158
SRR2859772,male,0.90103275
SRR1146111,female,0.99964297
SRR797148,male,0.8513939
SRR897286,male,0.9829879
SRR897440,male,0.99935263
SRR2810186,male,0.9901703
DRR006376,female,0.9999059
ERR752537,male,0.9768893
SRR1190509,male,0.99998987
SRR1374339,male,0.9961232
SRR897866,male,0.9894036
SRR2927600,male,0.71349996
SRR801430,female,0.9996413
SRR975569,male,0.9865983
SRR897207,male,0.9910601
SRR896810,male,0.9954397
SRR1146162,male,0.99944526
SRR2313998,male,0.9726747
SRR1036085,female,0.99773616
SRR1067985,female,0.9999794
SRR898428,male,0.9952995
SRR948103,male,0.99870175
SRR1373458,male,0.97059476
SRR897880,male,0.9901169
SRR896846,male,0.99807054
SRR1747207,male,0.9849049
SRR1693632,male,0.98612136
SRR2049703,female,0.99930775
SRR1177755,female,0.99561393
SRR191691,male,0.9835555
ERR351394,female,0.98617154
SRR1146211,male,0.9957258
SRR959675,female,0.55849665
SRR1203842,female,0.9974066
SRR797100,male,0.9249504
SRR2912443,male,0.998608
SRR1067942,male,0.9546958
SRR396943,female,0.9968176
ERR833245,female,0.9973968
DRR006452,male,0.983482
SRR628583,female,0.8573899
SRR898306,male,0.9935045
SRR896919,male,0.99131984
SRR2314001,female,0.9999572
SRR897103,male,0.9993092
SRR897191,male,0.98833525
SRR1385243,male,0.99998933
ERR668379,female,0.99650174
SRR1201689,female,0.7302078
SRR1608713,male,0.88207465
SRR1785240,female,0.9979971
SRR1265895,female,0.98656243
SRR896976,male,0.99513686
SRR2049683,male,0.98046446
SRR1652919,male,0.9014184
SRR445374,male,0.966687
SRR1026947,male,0.95093906
SRR1026963,male,0.94173527
SRR797131,male,0.9705369
SRR922450,male,0.9839716
SRR1047864,female,0.98323596
SRR1146159,male,0.998803
SRR387430,female,0.9994699
SRR424345,male,0.9120579
SRR1146151,female,0.99999416
SRR514145,male,0.99258965
SRR317106,female,0.9992021
SRR1060759,male,0.8922003
SRR1698172,male,0.9990721
SRR299107,male,0.990259
SRR1191345,male,0.9999916
SRR2443248,female,0.9965887
SRR897420,male,0.9990799
SRR1521420,male,0.9933508
SRR2087346,male,0.9835766
SRR542347,female,0.9878645
SRR1042030,male,0.9899188
SRR897197,male,0.99035627
SRR299109,male,0.9622761
SRR1033621,male,0.9973942
SRR1026958,male,0.94254035
SRR897850,male,0.9990611
SRR897929,male,0.9985507
SRR644277,male,0.9794633
SRR1521375,male,0.9813488
SRR2049587,male,0.9820471
SRR1652926,male,0.9760908
SRR959599,male,0.5366106
SRR1768899,female,0.99730235
SRR018269,male,0.53693646
SRR317100,male,0.99992
SRR2313088,female,0.9427599
SRR2443179,female,0.99178934
SRR1971631,male,0.994382
SRR1652969,female,0.9911315
SRR898365,male,0.9913627
SRR897574,male,0.9982899
SRR959702,female,0.5327842
SRR349743,male,0.99117297
SRR2759157,male,0.53368986
SRR1026902,male,0.93564576
SRR959738,female,0.59825826
SRR975585,male,0.99437076
SRR898265,male,0.9990646
SRR898477,male,0.99321765
DRR006486,male,0.9895671
ERR519512,male,0.990458
ERR752577,male,0.9396019
SRR2087335,female,0.999911
SRR2072593,female,0.91887045
ERR752602,female,0.9870208
SRR1754137,female,0.81181335
SRR898472,male,0.99186003
SRR448114,female,0.98881567
SRR514135,female,0.67779434
SRR896785,male,0.9870509
SRR915771,male,0.96424925
SRR1163251,female,0.9965062
DRR013807,male,0.91506326
SRR897676,male,0.9947257
SRR1768918,male,0.99376774
SRR448092,male,0.97477674
SRR1026955,male,0.9297756
SRR1785260,female,0.99843425
SRR1617413,female,0.8862607
SRR1698135,female,0.99986154
SRR1201709,female,0.86632234
SRR897210,male,0.99492943
SRR2049775,male,0.9686119
SRR831007,male,0.81539667
SRR915772,male,0.9705297
SRR1002100,female,0.9999987
SRR1652967,male,0.9808237
SRR1202949,male,0.7283119
SRR975567,male,0.9987694
SRR1265656,male,0.9792528
SRR397226,male,0.9994134
SRR898133,male,0.99874985
SRR896934,male,0.9960594
SRR1169864,male,0.9985936
ERR752752,male,0.97187483
SRR1186056,male,0.9812072
SRR1146195,male,0.99702513
SRR897306,male,0.9906994
SRR1026874,female,0.99958694
SRR1201679,female,0.7658633
SRR1721288,female,0.9999903
SRR542372,female,0.99831855
SRR897303,male,0.98956585
SRR1768877,male,0.97993934
SRR2926054,male,0.9945609
SRR897901,male,0.9901563
SRR898456,male,0.99426633
ERR560452,male,0.9999684
SRR896948,male,0.9897955
ERR315453,male,0.99807656
SRR1265504,male,0.9462411
SRR926644,male,0.99730384
SRR897562,male,0.99446917
SRR1002101,female,0.99992687
SRR1768950,male,0.9971636
SRR1313227,female,0.9992752
ERR752782,male,0.9570963
SRR1192016,male,0.99992675
SRR2962008,male,0.99611884
SRR897658,male,0.9922988
SRR898155,male,0.99117327
SRR915774,male,0.9909395
ERR833224,female,0.9971093
SRR1656636,male,0.9999221
SRR1193014,male,0.9999944
SRR898358,male,0.9931471
SRR1190372,male,0.999962
ERR752712,female,0.9980931
SRR2859773,female,0.7339589
SRR1201815,female,0.90772974
SRR2049598,female,0.9999151
SRR396947,male,0.9770447
SRR1747176,male,0.9918334
SRR1760949,female,0.8556029
SRR1201807,female,0.94411725
ERR210953,male,0.9906887
SRR2087369,male,0.90240777
SRR2087370,female,0.999858
ERR752697,female,0.9938556
SRR1146107,male,0.9960594
SRR1747185,male,0.9961997
SRR898290,male,0.9986693
SRR2506792,female,0.97357166
SRR1658411,male,0.96881354
ERR532612,male,0.9996232
SRR1785300,female,0.99847543
SRR2926024,female,0.9754963
SRR959617,male,0.608659
SRR396927,female,0.93180764
SRR1265584,male,0.9866392
SRR1201682,female,0.88516676
ERR315491,female,0.8491559
SRR1047868,male,0.9886116
SRR1608643,female,0.998898
ERR752718,male,0.96717566
SRR949090,female,0.99821854
SRR1017524,female,0.65545297
SRR2313064,male,0.99101055
SRR1823869,female,0.99353725
SRR2810185,male,0.9728507
SRR897056,male,0.9992226
SRR633577,female,0.9999994
SRR1146095,female,0.9999954
ERR863710,female,0.99992955
SRR2314019,female,0.9999957
SRR628584,female,0.9005849
SRR2443256,female,0.9963685
SRR959616,male,0.58032674
SRR959652,female,0.5984536
SRR896946,male,0.98885715
SRR1768907,female,0.9999992
SRR1042024,male,0.9987152
SRR1060794,male,0.6015506
SRR1521206,male,0.6038822
SRR1216065,male,0.9972763
SRR2049677,male,0.84984255
SRR797163,female,0.9993879
ERR752814,male,0.93497294
SRR837858,male,0.9999982
SRR915789,male,0.98848295
SRR896873,male,0.9954301
DRR006479,female,0.9963959
SRR1124844,male,0.9868061
SRR1146187,female,0.99981594
SRR825143,male,0.9975529
SRR1521400,male,0.9851244
SRR1521444,male,0.9935359
SRR898004,male,0.9951128
SRR1698160,male,0.99289405
SRR537117,female,0.9988538
SRR2087357,female,0.99966353
SRR915794,male,0.9624464
SRR2049640,male,0.9865152
ERR035539,female,0.9897289
SRR1521388,female,0.9999282
SRR1067970,male,0.94022197
SRR1027984,female,0.9172853
SRR898193,male,0.9967116
ERR752683,male,0.97062576
ERR752766,male,0.96876967
SRR834562,female,0.96057683
SRR1201704,female,0.820876
SRR898273,male,0.998754
SRR2443171,female,0.9986963
SRR396938,female,0.99963987
SRR191715,male,0.91404074
SRR897433,male,0.9978131
SRR1067977,female,0.9998401
SRR2052759,male,0.98101604
SRR2081130,male,0.9999666
SRR1957200,male,0.96370935
DRR006451,male,0.94560784
SRR896896,male,0.99529153
SRR898425,male,0.99563485
SRR648426,female,0.8114134
SRR1213725,male,0.9999903
ERR752680,male,0.9905332
SRR1374334,male,0.9756519
SRR898476,male,0.98819226
SRR1313226,female,0.99896014
SRR1385249,male,0.9999136
SRR897196,male,0.99513024
SRR897332,male,0.99384993
SRR959646,male,0.5015303
SRR1663124,male,0.9583312
SRR546232,male,0.99237823
SRR1313113,female,0.9975761
SRR1146102,female,0.9999362
SRR897957,male,0.9969083
SRR897170,male,0.9856807
SRR868858,female,0.99991643
ERR833225,female,0.9975637
SRR1760948,female,0.8048561
SRR653397,female,0.94296515
SRR1927066,male,0.99490815
SRR1193103,male,0.9999938
SRR1608569,male,0.9956349
SRR1608697,female,0.64601886
SRR896832,male,0.9965989
SRR1213743,male,0.98740494
ERR833247,male,0.98939514
SRR962601,male,0.9970237
ERR863685,female,0.9999833
ERR752655,male,0.93365985
SRR1823868,male,0.9410222
SRR1216051,male,0.9903038
SRR837669,male,0.9903774
SRR898337,male,0.98866415
ERR532581,male,0.9999644
SRR1698162,male,0.9966178
SRR514130,male,0.98020685
SRR830968,male,0.95233727
SRR1698146,male,0.99478465
SRR897146,male,0.9906306
SRR1521359,male,0.99189395
SRR645160,female,0.6067237
SRR537118,female,0.9981066
SRR896716,male,0.99942696
SRR959669,female,0.598617
SRR2443173,female,0.9990493
SRR897539,male,0.9895197
SRR1747151,male,0.9918954
SRR898348,male,0.99149287
SRR1067943,male,0.9862115
SRR2052795,male,0.98886764
SRR1002076,female,0.99909115
SRR896726,male,0.99771434
SRR1222594,male,0.97995836
SRR924538,male,0.9999917
SRR898046,male,0.9930685
SRR797117,male,0.54268336
SRR896930,male,0.9918246
SRR1201694,female,0.90788096
SRR897529,male,0.99051553
SRR959698,female,0.65473354
SRR897546,male,0.99103177
SRR1803375,male,0.9992753
SRR868883,female,0.9995
SRR831006,female,0.9743568
SRR1652938,female,0.99655133
SRR898413,male,0.99772024
SRR898307,male,0.98779595
SRR1785270,female,0.9975726
SRR1657547,male,0.6923548
ERR863727,female,0.99999875
ERR519503,male,0.98894674
SRR897106,male,0.9987992
SRR1521397,male,0.99923897
SRR1313135,female,0.99899876
SRR1657541,male,0.9982306
SRR1177690,female,0.99867326
SRR834560,male,0.9978868
DRR006440,male,0.9657718
ERR752867,male,0.9675827
SRR570309,male,0.9989573
SRR1265639,male,0.97774774
SRR1656639,male,0.99935323
ERR351411,male,0.9780363
SRR897454,male,0.9993849
SRR191644,female,0.9986764
SRR990361,male,0.68160903
SRR962602,female,0.9999889
SRR797079,female,0.75120676
ERR752523,male,0.95474404
SRR2087323,male,0.99950236
SRR1927040,male,0.992606
SRR903038,male,0.87782574
SRR1265506,male,0.99002826
SRR1313108,female,0.9630133
SRR1067936,female,0.8975503
SRR1265607,male,0.98240864
SRR1265616,male,0.9791937
SRR897435,male,0.99855536
SRR396923,female,0.9944383
SRR628227,male,0.9985439
SRR2049589,male,0.99829996
SRR897519,male,0.98640376
SRR897564,male,0.99161446
ERR752753,male,0.97687995
SRR1374337,male,0.9901284
SRR797147,female,0.9996209
SRR831024,male,0.8523444
SRR896899,male,0.9946974
SRR1265500,male,0.960529
ERR752763,male,0.97379124
SRR1201701,female,0.87970793
ERR731484,female,0.9601327
SRR2040351,female,0.99829996
ERR752708,female,0.9998747
SRR898324,male,0.99124557
SRR653395,female,0.961528
SRR897444,male,0.99685514
SRR1216000,male,0.9991914
SRR1617451,female,0.81253415
SRR1698140,male,0.99697095
SRR1313115,female,0.98267305
ERR752540,female,0.99820834
SRR2087344,female,0.9996575
SRR396917,male,0.99770725
SRR897236,male,0.99655056
SRR975590,male,0.9993249
ERR752664,male,0.93394345
SRR868826,female,0.99998987
SRR897595,male,0.99835473
SRR1693614,male,0.9984646
SRR546234,male,0.9511059
SRR397206,male,0.9735637
SRR1067973,male,0.97635764
SRR897602,male,0.99574214
SRR397224,female,0.99999523
SRR1502805,male,0.998666
SRR397185,female,0.9997438
SRR014494,male,0.85310334
SRR1026980,female,0.9714967
SRR990071,female,0.74112624
SRR1927030,female,0.9984566
SRR1806589,female,0.9593843
SRR1002081,female,0.9996387
SRR1649193,male,0.9998894
SRR1663221,female,0.9980835
SRR2049676,male,0.9655695
ERR315474,male,0.93228024
SRR1265638,male,0.97695065
SRR2049740,female,0.9998344
ERR752622,male,0.9734601
SRR897528,male,0.9884493
SRR897051,male,0.9990714
SRR926668,female,0.993283
SRR896666,male,0.99896085
ERR863740,female,0.99999315
SRR1146080,female,0.99997836
SRR1660808,male,0.9980935
SRR2313065,male,0.9987693
SRR1663261,female,0.99376726
SRR1201801,female,0.927426
SRR1202564,female,0.90719205
SRR633588,male,0.93952227
SRR1161045,female,0.99997294
DRR006450,male,0.995278
SRR2081129,male,0.9999994
SRR191645,female,0.9998854
SRR1191991,male,0.9999749
SRR2049586,female,0.9998687
SRR1201721,female,0.91611844
SRR903146,male,0.98288643
SRR897315,male,0.9904062
SRR397220,male,0.99947774
SRR2049767,male,0.95010936
SRR018257,male,0.9998509
ERR315397,female,0.8022305
DRR006444,male,0.8393895
SRR897982,male,0.99741614
ERR752522,male,0.98294324
SRR1313121,female,0.99989635
SRR1422079,male,0.90328026
SRR1146171,male,0.99604833
SRR2028008,female,0.9988014
ERR315487,female,0.98741007
SRR2052685,male,0.98868036
ERR668396,female,0.9982785
SRR537108,male,0.8817462
SRR959726,female,0.5989281
SRR797108,female,0.99735034
SRR1163057,male,0.9795025
SRR896922,male,0.98997515
SRR896800,male,0.988299
SRR1146174,male,0.9948287
SRR897121,male,0.99906665
ERR752533,male,0.9608561
SRR1193012,male,0.99998415
SRR831014,male,0.80782187
SRR959625,male,0.6141265
SRR1747196,male,0.9930023
SRR896929,male,0.9885044
SRR959672,female,0.5895637
SRR650167,male,0.99943876
SRR3096656,female,1.0
SRR897478,male,0.99792683
SRR2443262,female,0.9956668
ERR519497,male,0.97543496
SRR396898,male,0.9998245
ERR863684,female,0.99971163
SRR797161,female,0.9999962
SRR903210,male,0.99556637
SRR1658424,female,0.63779473
SRR2087302,male,0.9998578
SRR1521429,female,0.9984907
ERR752682,male,0.9680996
SRR2314024,female,0.99970275
SRR831019,male,0.8864771
ERR752808,male,0.9683007
SRR959676,female,0.7174333
SRR191662,male,0.99459535
SRR896949,male,0.99483174
SRR1665020,male,0.9932451
SRR975588,male,0.98879653
SRR2047480,male,0.99425775
SRR537099,female,0.9997301
SRR542387,female,0.9999968
SRR962604,male,0.999331
SRR1193009,male,0.9999873
SRR896861,male,0.9957245
SRR897128,male,0.9884084
SRR797104,female,0.99990636
SRR1265644,male,0.98679525
SRR897635,male,0.9989278
SRR898438,male,0.9918183
SRR903194,male,0.9992963
SRR1823866,female,0.9976236
SRR1721297,male,0.9823241
ERR315447,male,0.9869871
SRR1201685,male,0.96274966
SRR903130,male,0.98536634
SRR903258,male,0.99560434
SRR959741,female,0.66685504
SRR1026927,female,0.9989189
SRR897794,male,0.99939764
SRR1313210,female,0.99972475
