run_accession,ADRENAL GLAND,BONE MARROW,BRAIN,BREAST,ESOPHAGUS,KIDNEY,LIVER,LUNG,OVARY,PANCREAS,PROSTATE,SKIN,STOMACH,TESTIS,THYROID,UTERUS,predicted,MetaSRA
SRR886376,0.0052884086,0.0010197728,0.00045170332,0.00864633,0.022232726,0.05044115,0.0020677538,0.023054823,0.0043971394,0.017691374,0.54012674,0.053399775,0.20808089,0.008156759,0.053143725,0.0018010071,PROSTATE,KIDNEY
SRR886377,0.0100758765,0.040954027,0.008739599,0.11210911,0.089052804,0.062446654,0.019555295,0.082497954,0.108769976,0.21575399,0.06504968,0.0050223754,0.12489434,0.0215852,0.02227164,0.011221581,PANCREAS,KIDNEY
SRR886378,0.0017664292,0.0022707446,9.911008e-05,0.007650825,0.37404287,0.017536905,0.0016719382,0.049381863,0.00958548,0.0021875766,0.1303742,0.0006509876,0.39974314,0.0007305384,0.0013892398,0.0009182034,STOMACH,KIDNEY
SRR886380,0.033005096,0.026331749,0.038370173,0.055885863,0.10696239,0.08856813,0.044268023,0.07547753,0.057621308,0.04503449,0.15422817,0.03778035,0.11942091,0.039166015,0.038358808,0.039521027,PROSTATE,KIDNEY
SRR886382,0.006240022,0.04720072,0.0031701936,0.017355401,0.094639935,0.1534146,0.03581944,0.13409318,0.18497247,0.047022957,0.08702825,0.00026302363,0.12214667,0.022461593,0.017665116,0.02650636,OVARY,KIDNEY
SRR886384,0.0031712137,0.002999946,0.00032452916,0.016226193,0.26143125,0.040146712,0.0021275277,0.008375282,0.031510673,0.014753105,0.5600929,0.0045007393,0.023631956,0.0047313627,0.01357252,0.012404057,PROSTATE,KIDNEY
SRR886386,0.008431752,0.0021932363,0.00011421618,0.010727203,0.021163316,0.09841405,0.0016521702,0.004188286,0.0012583248,0.008155706,0.3315328,0.064388804,0.43561944,0.00519237,0.0028523307,0.004115992,STOMACH,KIDNEY
SRR886388,0.009927498,0.0027010974,3.0397214e-05,0.04551884,0.18123151,0.2432732,0.0066283084,0.035285786,0.0011436524,0.015131788,0.15378,0.000739367,0.29677865,0.0010527773,0.002690835,0.0040862677,STOMACH,KIDNEY
SRR2954771,1.7682603e-05,3.6842903e-06,8.557748e-06,8.782464e-06,2.1675183e-05,0.0024590227,0.9971992,1.8831157e-06,7.631072e-06,0.00015082522,7.270413e-06,3.2397895e-06,8.0574166e-05,1.2956056e-05,3.888274e-06,1.3103154e-05,LIVER,KIDNEY
SRR363701,0.48663023,0.009465204,0.117645375,0.018054053,0.01645892,0.050143916,0.001760432,0.008032795,0.033022016,0.010058716,0.16530499,0.010273088,0.012202764,0.02177343,0.014427063,0.024746995,ADRENAL GLAND,BRAIN
SRR298696,0.01194374,0.32205185,0.0069290837,0.03761025,0.06418299,0.005276001,0.0054239254,0.1512101,0.011988313,0.005182633,0.0067131612,0.0038492489,0.009880851,0.1728267,0.06119992,0.12373124,BONE MARROW,ADRENAL GLAND
SRR298705,0.0009748432,4.9150458e-05,7.182175e-05,0.0009902887,3.5012272e-05,1.6109077e-05,0.00046509033,0.32857817,0.104182996,6.9562375e-05,0.00014050325,2.5233861e-05,0.00032666445,0.014747188,0.0036580723,0.5456693,UTERUS,OVARY
SRR1656643,9.426119e-10,1.6796988e-12,5.816773e-14,3.5186673e-08,5.730606e-09,0.8770794,0.12291634,8.4959255e-11,7.1256685e-09,4.0819245e-06,2.953827e-09,5.448851e-12,5.3140575e-08,3.0815386e-10,1.9071014e-09,3.6207638e-08,KIDNEY,LIVER
SRR1656646,2.0619497e-07,1.9482763e-10,3.8121378e-11,3.6834117e-06,2.0067493e-07,0.9370329,0.06243238,7.297315e-08,1.3210834e-07,0.000514078,3.0363148e-07,3.5088543e-10,5.8821524e-06,1.2343338e-07,9.0434805e-06,1.0376083e-06,KIDNEY,LIVER
SRR787272,9.451696e-10,5.962293e-10,3.1479305e-17,9.4786286e-05,2.081432e-05,0.000547093,1.4991913e-06,1.2264467e-06,1.7375662e-07,2.5573987e-05,0.03692658,5.1359223e-08,0.9623793,7.070603e-09,1.9100717e-08,2.8376542e-06,STOMACH,BREAST
SRR787275,9.741928e-31,3.1122588e-31,3.7887273e-32,8.932440500000001e-30,1.8143842e-28,2.2282604e-20,1.0,3.5884874e-34,1.7657723e-30,1.5686345e-25,5.3985712e-30,5.1032545e-31,3.5539288e-25,7.6981045e-29,6.696129e-33,4.7706394e-31,LIVER,KIDNEY
SRR787276,5.6087322e-11,4.007422e-12,5.0136767e-17,2.7080782e-09,1.0588338e-08,1.6926226e-07,2.8732404e-11,2.2186205e-08,1.4734607e-09,2.7339642e-10,0.9999994,2.1496256e-09,2.7239824e-07,2.6397533e-11,8.1980095e-10,1.4064918e-07,PROSTATE,LIVER
SRR787279,6.682864e-09,7.8918816e-10,4.443746e-17,1.0544966e-09,0.84060633,2.7546428e-05,1.8871037e-07,2.5581917e-07,0.061633382,1.03046126e-07,0.09722293,1.1866385e-09,0.00046139085,1.8688965e-07,1.0561798e-08,4.779373e-05,ESOPHAGUS,OVARY
SRR649364,5.2956645e-12,8.470958e-12,8.4056406e-17,9.444586e-10,0.9999939,5.9497256e-09,2.0599139e-10,1.5733173e-10,2.3242758e-07,5.508435e-09,3.1137404e-06,2.9465905e-10,2.710264e-06,1.0876122e-10,2.2588877e-11,2.5826985e-08,ESOPHAGUS,OVARY
SRR1554240,3.4825185e-05,5.864828e-05,2.9431271e-06,5.091448e-05,0.122245,9.21008e-05,0.00014816655,2.876963e-06,0.8609204,2.0567524e-05,0.00024910583,4.446334e-06,0.00012458659,0.00075733504,9.190088e-06,0.015278891,OVARY,BRAIN
SRR1554241,3.0040803e-05,2.8571792e-05,1.0174227e-05,3.8185004e-05,0.1302867,5.8050635e-05,9.437693e-05,1.1418801e-06,0.849862,8.623726e-06,0.00037125894,5.2626774e-06,0.00010939586,0.00087964145,9.799455e-06,0.01820679,OVARY,BRAIN
SRR1554242,3.9389175e-05,7.916905e-05,3.380062e-06,0.000139443,0.25403494,0.0001990729,0.00023078396,1.466008e-06,0.7019476,1.842229e-05,0.0015597548,1.2061336e-05,0.00026050673,0.0012495245,1.2978287e-05,0.040211592,OVARY,BRAIN
SRR1554243,2.4074805e-05,5.988851e-05,1.1512813e-05,0.00024934657,0.40011287,0.00014623102,0.00011302056,6.973185e-06,0.5685026,1.9151797e-05,0.0006920939,1.0612475e-05,0.0005669938,0.0021286027,3.4424153e-05,0.02732161,OVARY,BRAIN
SRR1554244,4.4163327e-05,0.00010479716,1.6610536e-05,0.0007737612,0.34493262,0.00033301263,0.00019025675,1.1609412e-05,0.5927747,2.912461e-05,0.0021365932,2.5718537e-05,0.0006430272,0.0040506246,6.8673995e-05,0.053864684,OVARY,BRAIN
SRR1554245,0.00014457652,9.835043e-05,1.5729482e-05,0.0028926062,0.0631943,0.001172568,0.00044535042,9.741374e-06,0.8237511,0.00013401794,0.0056575504,0.0002883517,0.0011052528,0.00077508367,0.00013972311,0.10017576,OVARY,BRAIN
SRR1554246,0.00018732194,0.00016263254,1.8737883e-05,0.0021632793,0.083841756,0.0016260416,0.0005370793,1.4912156e-05,0.7440338,0.00012467078,0.009340327,0.0001984037,0.002083151,0.00088437676,0.00014580274,0.1546377,OVARY,BRAIN
SRR1554247,2.7626438e-05,8.057856e-05,8.742003e-06,5.1400926e-05,0.04312642,7.8163495e-05,9.532244e-05,5.7338566e-06,0.94882023,1.2678521e-05,0.00044608692,1.0123624e-05,0.00030096615,0.0035417543,9.989652e-06,0.0033841585,OVARY,BRAIN
SRR1554248,1.5583577e-05,2.075209e-05,7.0371425e-06,5.5613913e-05,0.078084074,5.5215074e-05,6.836696e-05,2.1434316e-06,0.9047525,6.2542745e-06,0.00034382066,1.0591647e-06,8.462949e-05,0.00059760263,9.7546035e-06,0.015895696,OVARY,BRAIN
SRR1554249,8.540507e-05,1.6628479e-05,3.0203784e-05,4.785621e-05,0.04381539,0.00014749946,0.000120853736,5.4484553e-06,0.9365968,1.5843447e-05,0.00029815608,5.5351957e-06,0.00026856284,0.001524864,3.2348045e-05,0.016988536,OVARY,BRAIN
